date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,income_support,debt_relief,fiscal_measures,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,pos_rate
2020-10-14,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.21037463976945245
2020-10-14,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.054339364711689986
2020-10-14,US_IN,2,1,1,0,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.05432501748659361
2020-10-14,US_KS,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.16692486444616575
2020-10-14,US_KY,2,1,1,4,2,1,1,0,2,0,3,2,0,0,3,NA,0.12148502113582062
2020-10-14,US_LA,2,2,2,3,1,1,1,1,1,NA,2,1,NA,NA,3,NA,0.12798138452588714
2020-10-14,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.014993278874987075
2020-10-14,US_MD,2,1,2,3,0,1,1,0,2,NA,2,2,NA,NA,3,NA,0.02626650221552236
2020-10-14,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.005999000166638894
2020-10-14,US_MI,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.05383939434906043
2020-10-14,US_MN,2,1,1,3,0,1,1,1,1,0,3,1,NA,NA,2,NA,0.11202945990180033
2020-10-14,US_MO,2,1,2,3,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.03404629806772527
2020-10-14,US_MS,2,1,1,3,0,1,1,0,1,NA,1,1,NA,NA,3,NA,1
2020-10-14,US_MT,2,1,1,3,0,2,1,0,1,NA,3,2,NA,NA,3,NA,0.12155032467532467
2020-10-14,US_NC,2,2,1,3,1,1,1,1,2,NA,2,1,NA,NA,4,NA,0.09378195452110824
2020-10-14,US_ND,2,1,2,2,0,1,1,0,1,NA,2,2,NA,NA,1,NA,0.08880257165818377
2020-10-14,US_NE,1,1,1,1,1,1,1,1,1,NA,2,2,NA,NA,2,NA,0.07417553471710041
2020-10-14,US_NH,2,1,1,0,0,1,1,0,1,NA,3,2,NA,NA,2,NA,0.013028103480364787
2020-10-14,US_NJ,2,2,1,3,0,1,1,1,2,NA,3,2,0,0,3,NA,0.01769403737303249
2020-10-14,US_NM,2,2,2,4,2,1,2,1,1,NA,3,1,NA,NA,3,NA,0.07484758074977299
2020-10-14,US_NV,2,1,1,2,0,1,1,1,1,NA,2,1,NA,NA,3,NA,0.04993744787322769
2020-10-14,US_NY,2,3,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.01102520045819015
2020-10-14,US_OH,2,1,1,4,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.07835677503650756
2020-10-14,US_OK,2,1,1,2,0,1,1,0,1,NA,3,1,NA,NA,3,NA,0.09386764828913244
2020-10-14,US_OR,2,2,2,4,0,1,1,1,2,0,2,2,0,0,3,NA,0.02265981321943097
2020-10-14,US_PA,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.041921282607267234
2020-10-14,US_RI,2,2,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.03086232980332829
2020-10-14,US_SC,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.061389551843012466
2020-10-14,US_SD,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,NA,0.34488188976377954
2020-10-14,US_TN,2,1,2,3,1,1,1,0,1,0,3,1,0,0,3,NA,0.0954855291093977
2020-10-14,US_TX,1,2,2,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.06485810513152099
2020-10-14,US_UT,2,1,1,3,0,1,1,0,1,NA,2,2,NA,NA,3,NA,0.0974031502767135
2020-10-14,US_VA,2,1,1,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.0681798932836453
2020-10-14,US_VT,2,1,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.002112676056338028
2020-10-14,US_WI,2,1,1,4,1,1,1,1,1,0,3,2,0,0,3,NA,0.1221421745203264
2020-10-14,US_WV,2,1,2,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.05554382259767687
2020-10-14,US_WY,1,1,1,2,2,1,1,0,1,NA,3,2,NA,NA,2,NA,0.04912361623616236
2020-10-15,US_AK,3,1,1,3,0,1,2,1,2,NA,3,2,NA,NA,3,NA,0.02974027721706365
2020-10-15,US_AL,2,1,1,0,0,1,1,1,1,0,3,2,0,0,3,NA,0.15089774608429898
2020-10-15,US_AR,2,2,1,3,1,1,1,1,1,NA,3,2,NA,NA,3,NA,0.1009478672985782
2020-10-15,US_AZ,2,2,1,3,0,1,1,2,1,0,3,2,0,0,3,NA,0.04559419933636475
2020-10-15,US_CA,3,2,2,3,0,1,1,2,2,NA,3,2,NA,NA,3,NA,0.03330625507717303
2020-10-15,US_CO,2,2,1,4,1,1,1,1,2,NA,2,2,NA,NA,3,NA,0.05055159275176111
2020-10-15,US_CT,2,2,1,3,1,1,2,1,2,NA,3,2,NA,NA,3,NA,0.005705305592566021
2020-10-15,US_DC,2,2,2,3,0,1,2,0,2,0,2,2,0,0,3,NA,0.03784013605442177
2020-10-15,US_DE,2,2,1,2,0,1,1,1,2,NA,3,2,NA,NA,3,NA,0.1111111111111111
2020-10-15,US_FL,1,1,1,0,1,2,1,0,1,0,2,1,0,0,3,NA,0.054368168593221675
2020-10-15,US_GA,2,1,2,3,0,2,1,0,2,0,3,1,0,0,2,NA,0.06435662991013617
2020-10-15,US_HI,2,2,2,4,1,2,2,1,2,NA,2,2,0,0,3,NA,0.02433030228557385
2020-10-15,US_IA,2,1,1,0,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.20982213127656224
2020-10-15,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.30802292263610315
2020-10-15,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.05984855260412009
2020-10-15,US_IN,2,1,1,0,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.25210847281691967
2020-10-15,US_KY,2,1,1,4,2,1,1,0,2,0,3,2,0,0,3,NA,0.037893117045490976
2020-10-15,US_LA,2,2,2,3,1,1,1,1,1,NA,2,1,NA,NA,3,NA,0.028268147922690612
2020-10-15,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.009928454239466875
2020-10-15,US_MD,2,1,2,3,0,1,1,0,2,NA,3,2,NA,NA,3,NA,0.022000279368626904
2020-10-15,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.0037002775208140612
2020-10-15,US_MI,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.058354304164094775
2020-10-15,US_MN,2,1,1,3,0,1,1,1,1,0,3,1,NA,NA,2,NA,0.05962879409351928
2020-10-15,US_MO,2,1,2,3,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.1137742718446602
2020-10-15,US_MS,1,1,1,3,0,1,1,0,1,NA,1,1,NA,NA,3,NA,1
2020-10-15,US_MT,2,1,1,3,0,2,1,0,1,NA,3,2,NA,NA,3,NA,0.13763563677898344
2020-10-15,US_NC,2,2,1,3,1,1,1,1,2,NA,2,1,NA,NA,4,NA,0.07707997199305915
2020-10-15,US_ND,2,1,2,2,0,1,1,0,1,NA,2,2,NA,NA,1,NA,0.10338680926916222
2020-10-15,US_NE,1,1,1,1,1,1,1,1,1,NA,2,2,NA,NA,2,NA,0.07526268632402053
2020-10-15,US_NH,2,1,1,0,0,1,1,0,1,NA,3,2,NA,NA,2,NA,0.016410912190963342
2020-10-15,US_NJ,2,2,1,3,0,1,1,1,2,NA,3,2,0,0,3,NA,0.034987239598789244
2020-10-15,US_NM,2,2,2,4,2,1,2,1,1,NA,3,1,NA,NA,3,NA,0.07987564271194547
2020-10-15,US_NV,2,1,1,2,0,1,1,1,1,NA,2,1,NA,NA,3,NA,0.07058189655172414
2020-10-15,US_NY,2,3,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.010959973575954119
2020-10-15,US_OH,2,1,1,4,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.0649354521332101
2020-10-15,US_OK,2,1,1,2,0,1,1,0,1,NA,3,1,NA,NA,3,NA,0.09321322238338804
2020-10-15,US_OR,2,2,2,4,0,1,1,1,2,0,2,2,0,0,3,NA,0.033678986085261015
2020-10-15,US_PA,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.04582867303335341
2020-10-15,US_RI,2,2,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.018358458961474037
2020-10-15,US_SC,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.06471087162600409
2020-10-15,US_SD,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,NA,0.27435456110154904
2020-10-15,US_TN,2,1,2,3,1,1,1,0,1,0,3,1,0,0,3,NA,0.09284874051839533
2020-10-15,US_TX,1,2,2,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.06753592647876606
2020-10-15,US_UT,2,1,1,4,0,1,1,0,1,NA,2,2,NA,NA,3,NA,0.11257233035244608
2020-10-15,US_VA,2,1,1,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.05933223376276022
2020-10-15,US_VT,2,1,2,3,0,1,2,2,1,NA,3,2,NA,NA,3,NA,0.0031207333723425007
2020-10-15,US_WA,2,2,2,4,1,1,1,1,2,0,2,1,0,0,3,NA,0.033980797309853546
2020-10-15,US_WI,2,1,1,4,1,1,1,1,1,0,3,2,0,0,3,NA,0.1193183496263918
2020-10-15,US_WV,2,1,2,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.03824424163407214
2020-10-15,US_WY,1,1,1,2,2,1,1,0,1,NA,3,2,NA,NA,2,NA,0.05560235888795282
2020-10-16,US_AK,3,1,1,3,0,1,2,1,2,NA,3,2,NA,NA,3,NA,0.028116213683223992
2020-10-16,US_AL,2,1,1,0,0,1,1,1,1,0,3,2,0,0,3,NA,0.17051209904333145
2020-10-16,US_AR,2,2,1,3,1,1,1,1,1,NA,3,2,NA,NA,3,NA,0.08532279757901816
2020-10-16,US_AZ,2,2,1,3,0,1,1,2,1,0,3,2,0,0,3,NA,0.03480967878873638
2020-10-16,US_CA,3,2,2,3,0,1,1,2,2,NA,3,2,NA,NA,3,NA,0.0286046243662621
2020-10-16,US_CO,2,2,1,4,1,1,1,1,2,NA,2,2,NA,NA,3,NA,0.06238706609605326
2020-10-16,US_CT,2,2,1,3,1,1,2,1,2,NA,3,2,NA,NA,3,NA,0.028944709109282516
2020-10-16,US_DC,2,2,2,3,0,1,2,0,2,0,2,2,0,0,3,NA,0.015271602551710806
2020-10-16,US_DE,2,2,1,2,0,1,1,1,2,NA,3,2,NA,NA,3,NA,0.12026275896917635
2020-10-16,US_FL,1,1,1,0,1,2,1,0,1,0,2,1,0,0,3,NA,0.052056770471112485
2020-10-16,US_GA,2,1,2,3,0,2,1,0,2,0,3,1,0,0,2,NA,0.06570296867981543
2020-10-16,US_HI,2,2,2,4,1,2,2,1,2,NA,2,2,0,0,3,NA,0.025795356835769563
2020-10-16,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.26445672191528546
2020-10-16,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.05814788226848528
2020-10-16,US_KS,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.1815851313821833
2020-10-16,US_KY,2,1,1,4,2,1,1,0,2,0,3,2,0,0,3,NA,0.06312900274473925
2020-10-16,US_LA,2,2,2,3,1,1,1,1,1,NA,2,1,NA,NA,3,NA,0.03939933825400865
2020-10-16,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.013306500581183532
2020-10-16,US_MD,2,1,2,3,0,1,1,0,2,NA,3,2,NA,NA,3,NA,0.028248996274460158
2020-10-16,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.003862032227993075
2020-10-16,US_MI,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.041344928405427694
2020-10-16,US_MN,2,1,1,3,0,1,1,1,1,0,3,1,NA,NA,2,NA,0.05239914879985356
2020-10-16,US_MS,1,1,1,3,0,1,1,0,1,NA,1,1,NA,NA,3,NA,0.042914824072293786
2020-10-16,US_MT,2,1,1,3,0,2,1,0,1,NA,3,2,NA,NA,3,NA,0.11758436944937833
2020-10-16,US_NC,2,2,1,3,1,1,1,1,2,NA,2,1,NA,NA,4,NA,0.06519626894675476
2020-10-16,US_ND,2,1,2,2,0,1,1,0,1,NA,2,2,NA,NA,1,NA,0.10055993600731344
2020-10-16,US_NE,1,1,1,1,1,1,1,1,1,NA,2,2,NA,NA,2,NA,0.06841318430981705
2020-10-16,US_NH,2,1,1,0,0,1,1,0,1,NA,3,2,NA,NA,2,NA,0.016936104695919937
2020-10-16,US_NJ,2,2,1,3,0,1,1,1,2,NA,3,2,0,0,3,NA,0.03201844262295082
2020-10-16,US_NM,2,2,2,4,2,1,2,1,1,NA,3,1,NA,NA,3,NA,0.09599243409386453
2020-10-16,US_NV,2,1,1,2,0,1,1,1,1,NA,2,1,NA,NA,3,NA,0.08448377581120944
2020-10-16,US_NY,2,3,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.012547872301325355
2020-10-16,US_OH,2,1,1,4,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.04615880520038681
2020-10-16,US_OK,2,1,1,2,0,1,1,0,1,NA,3,1,NA,NA,3,NA,0.07595459236326109
2020-10-16,US_OR,2,2,2,4,0,1,1,1,2,0,2,2,0,0,3,NA,0.021745606196008342
2020-10-16,US_PA,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.04178785857238159
2020-10-16,US_RI,2,2,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.029979855433108188
2020-10-16,US_SC,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.05819676290019788
2020-10-16,US_SD,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,NA,0.20544041450777203
2020-10-16,US_TN,2,1,2,3,1,1,1,0,1,0,3,1,0,0,3,NA,0.11582608695652175
2020-10-16,US_TX,1,2,2,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.08611700515307669
2020-10-16,US_UT,2,1,1,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.12334075356583395
2020-10-16,US_VA,2,1,1,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.05886450714036921
2020-10-16,US_VT,2,1,2,3,0,1,2,2,1,NA,3,2,NA,NA,3,NA,0.006966773847802787
2020-10-16,US_WA,2,2,2,4,1,1,1,1,2,0,2,1,0,0,3,NA,0.03399021293479698
2020-10-16,US_WI,2,1,1,4,1,1,1,1,1,0,3,2,0,0,3,NA,0.11676195352276929
2020-10-16,US_WV,2,1,2,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.044707783463506595
2020-10-16,US_WY,1,1,1,2,2,1,1,0,1,NA,3,2,NA,NA,2,NA,0.08713942307692307
2020-10-17,US_AK,3,1,1,3,0,1,2,1,2,NA,3,2,NA,NA,3,NA,0.04714863044454423
2020-10-17,US_AL,2,1,1,0,0,1,1,1,1,0,3,2,0,0,3,NA,0.1691842900302115
2020-10-17,US_AR,2,2,1,3,1,1,1,1,1,NA,3,2,NA,NA,3,NA,0.09061986863711001
2020-10-17,US_AZ,2,2,1,3,0,1,1,2,1,0,3,2,0,0,3,NA,0.043873856707317076
2020-10-17,US_CA,3,2,2,3,0,1,1,2,2,NA,3,2,NA,NA,3,NA,0.02123854402434047
2020-10-17,US_CO,2,2,1,4,1,1,1,1,2,NA,2,2,NA,NA,3,NA,0.052986602158541125
2020-10-17,US_DC,2,2,2,3,0,1,1,0,2,0,2,2,0,0,3,NA,0.005013229355243003
2020-10-17,US_DE,2,2,1,2,0,1,1,1,2,NA,3,2,NA,NA,3,NA,0.1353874883286648
2020-10-17,US_FL,1,1,1,0,1,2,1,0,1,0,2,1,0,0,3,NA,0.032874607783144764
2020-10-17,US_GA,2,1,2,3,0,2,1,0,2,0,3,1,0,0,2,NA,0.05811046291385711
2020-10-17,US_HI,2,2,2,4,1,2,2,1,2,NA,2,2,0,0,3,NA,0.023262178434592228
2020-10-17,US_IA,2,1,1,0,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.22646310432569974
2020-10-17,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.37299693146948515
2020-10-17,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.04683245363858096
2020-10-17,US_IN,2,1,1,0,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.07252856433184302
2020-10-17,US_KY,2,1,1,4,2,1,1,0,2,0,3,2,0,0,3,NA,0.06206432383058507
2020-10-17,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.0077010311997257165
2020-10-17,US_MD,1,1,2,3,0,1,1,0,2,0,3,2,0,0,3,NA,0.021846853012839815
2020-10-17,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.00830593528292092
2020-10-17,US_MN,2,1,1,3,0,1,1,1,1,0,3,1,NA,NA,2,NA,0.06111111111111111
2020-10-17,US_MO,2,1,2,3,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.05340553768069969
2020-10-17,US_MS,1,1,1,3,0,1,1,0,1,NA,1,1,NA,NA,3,NA,1
2020-10-17,US_MT,2,1,1,3,0,2,1,0,1,NA,3,2,NA,NA,3,NA,0.23930982745686422
2020-10-17,US_NC,2,2,1,3,1,1,1,1,2,NA,2,1,NA,NA,4,NA,0.05246736390185458
2020-10-17,US_ND,2,1,2,2,0,1,1,0,1,NA,2,2,NA,NA,1,NA,0.10753138075313808
2020-10-17,US_NE,1,1,1,1,1,1,1,1,1,NA,2,2,NA,NA,2,NA,0.09233199310740954
2020-10-17,US_NJ,2,2,1,3,0,1,1,1,2,NA,3,2,0,0,3,NA,0.03361538683686141
2020-10-17,US_NM,2,2,2,4,2,1,2,1,1,NA,3,1,NA,NA,3,NA,0.05268481059212946
2020-10-17,US_NV,2,1,1,2,0,1,1,1,1,NA,2,1,NA,NA,3,NA,0.11850490196078431
2020-10-17,US_NY,2,3,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.011151951591528517
2020-10-17,US_OH,2,1,1,4,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.0444417919949073
2020-10-17,US_OK,2,1,1,2,0,1,1,0,1,NA,3,1,NA,NA,3,NA,0.07521873229684647
2020-10-17,US_OR,2,2,2,4,0,1,1,1,2,0,2,2,0,0,3,NA,0.028962983893755297
2020-10-17,US_PA,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.04359666627538444
2020-10-17,US_RI,2,2,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.011306334699023007
2020-10-17,US_SC,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.05129710686452439
2020-10-17,US_SD,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,NA,0.17363205514864283
2020-10-17,US_TN,2,1,2,3,1,1,1,0,1,0,3,1,0,0,3,NA,0.08717137774263689
2020-10-17,US_TX,1,2,2,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.1416249304396216
2020-10-17,US_UT,2,1,1,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.11354007795288934
2020-10-17,US_VA,2,1,1,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.057183922796571016
2020-10-17,US_VT,2,1,2,3,0,1,2,2,1,NA,3,2,NA,NA,3,NA,0.001137081490840177
2020-10-17,US_WA,2,2,2,4,1,1,1,1,2,0,2,1,0,0,3,NA,0.03072380496369005
2020-10-17,US_WV,2,1,2,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.0322439451415232
2020-10-17,US_WY,1,1,1,2,2,1,1,0,1,NA,3,2,NA,NA,2,NA,0.20943134535367544
2020-10-18,US_AK,3,1,1,3,0,1,2,1,2,NA,3,2,NA,NA,3,NA,0.06530876172001293
2020-10-18,US_AL,2,1,1,0,0,1,1,1,1,0,3,2,0,0,3,NA,0.1889825524406979
2020-10-18,US_AR,2,2,1,3,1,1,1,1,1,NA,3,2,NA,NA,3,NA,0.0775716694772344
2020-10-18,US_AZ,2,2,1,3,0,1,1,2,1,0,3,2,0,0,3,NA,0.060008087343307724
2020-10-18,US_CA,3,2,2,3,0,1,1,2,2,NA,3,2,NA,NA,3,NA,0.025666600172883837
2020-10-18,US_CO,2,2,1,4,1,1,1,1,2,NA,2,2,NA,NA,3,NA,0.043885230479774225
2020-10-18,US_DC,2,2,2,3,0,1,1,0,2,0,2,2,0,0,3,NA,0.006515506906437321
2020-10-18,US_DE,2,2,1,2,0,1,1,1,2,NA,3,2,NA,NA,3,NA,0.3219814241486068
2020-10-18,US_FL,1,1,1,0,1,2,1,0,1,0,2,1,0,0,3,NA,0.033155100350190155
2020-10-18,US_GA,2,1,2,3,0,2,1,0,2,0,3,1,0,0,2,NA,0.0659921304103429
2020-10-18,US_HI,2,2,2,4,1,2,2,1,2,NA,2,2,0,0,3,NA,0.024634334103156273
2020-10-18,US_IA,2,1,1,0,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.1842218400687876
2020-10-18,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.48940914158305465
2020-10-18,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.05353359564164649
2020-10-18,US_IN,2,1,1,0,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.06018449077546123
2020-10-18,US_LA,2,2,2,3,1,1,1,1,1,NA,2,1,NA,NA,3,NA,0.04241816967267869
2020-10-18,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.00910837721158885
2020-10-18,US_MD,1,1,2,3,0,1,1,0,2,0,3,2,0,0,3,NA,0.017949065293958278
2020-10-18,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.003909774436090226
2020-10-18,US_MN,2,1,1,3,0,1,1,1,1,0,3,1,NA,NA,2,NA,0.055643519565709114
2020-10-18,US_MO,2,1,2,3,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.09779301952541623
2020-10-18,US_MT,2,1,1,3,0,2,1,0,1,NA,3,2,NA,NA,3,NA,0.19560878243512975
2020-10-18,US_NC,2,2,1,3,1,1,1,1,2,NA,2,1,NA,NA,4,NA,0.06851311953352769
2020-10-18,US_ND,2,1,2,2,0,1,1,0,1,NA,2,2,NA,NA,1,NA,0.10331835965802058
2020-10-18,US_NE,1,1,1,1,1,1,1,1,1,NA,2,2,NA,NA,2,NA,0.08617095205003475
2020-10-18,US_NH,2,1,1,0,0,1,1,0,1,NA,3,2,NA,NA,2,NA,0.004518072289156626
2020-10-18,US_NJ,2,2,1,3,0,1,1,1,2,NA,3,2,0,0,3,NA,1
2020-10-18,US_NM,2,2,2,4,2,1,2,1,1,NA,3,1,NA,NA,3,NA,0.05450759431651151
2020-10-18,US_NV,2,1,1,2,0,1,1,1,1,NA,2,1,NA,NA,3,NA,0.14397163120567377
2020-10-18,US_NY,2,3,2,4,1,1,2,2,2,0,3,2,0,0,3,NA,0.010795026521593936
2020-10-18,US_OH,2,1,1,4,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.03511453813816514
2020-10-18,US_OK,2,1,1,2,0,1,1,0,1,NA,3,1,NA,NA,3,NA,1
2020-10-18,US_OR,2,2,2,4,0,1,1,1,2,0,2,2,0,0,3,NA,0.03312467396974439
2020-10-18,US_PA,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.04178465591043793
2020-10-18,US_RI,2,2,2,3,0,1,2,2,2,NA,3,2,NA,NA,3,NA,0.020319095657151034
2020-10-18,US_SC,2,1,1,4,0,1,1,1,1,0,3,2,0,0,4,NA,0.04786577843572662
2020-10-18,US_SD,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,NA,0.15345149253731344
2020-10-18,US_TN,2,1,2,3,1,1,1,0,1,0,3,1,0,0,3,NA,0.07352318591064322
2020-10-18,US_TX,1,2,2,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.12743540429801822
2020-10-18,US_UT,2,1,1,4,0,1,1,0,1,NA,2,1,NA,NA,3,NA,0.1145213487837979
2020-10-18,US_VA,2,1,1,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.04412197274242573
2020-10-18,US_VT,2,1,2,3,0,1,2,2,1,NA,3,2,NA,NA,3,NA,0.00207508017355216
2020-10-18,US_WA,2,2,2,4,1,1,1,1,2,0,2,1,0,0,3,NA,0.032699694671525656
2020-10-18,US_WV,2,1,2,3,0,1,1,1,1,0,3,2,0,0,2,NA,0.03353695053299796
2020-10-18,US_WY,1,1,1,2,2,1,1,0,1,NA,3,2,NA,NA,2,NA,0.26223337515683814
2020-10-19,US_AK,3,1,1,3,0,1,2,1,2,NA,3,2,NA,NA,3,NA,0.027074337729023224
2020-10-19,US_AL,2,1,1,0,0,1,1,1,1,0,3,2,0,0,3,NA,0.13845905867182462
2020-10-19,US_AR,1,2,1,3,1,1,1,1,1,NA,3,2,NA,NA,3,NA,0.06662484316185696
2020-10-19,US_AZ,2,2,1,3,0,1,1,2,1,0,3,2,0,0,3,NA,0.07385466034755134
2020-10-19,US_CA,3,2,2,3,0,1,1,2,2,NA,3,2,NA,NA,3,NA,0.021856251579689515
2020-10-19,US_CO,2,2,1,4,1,1,1,1,2,NA,2,2,NA,NA,3,NA,0.05601713957255578
2020-10-19,US_CT,2,2,1,3,1,1,2,1,2,NA,3,2,NA,NA,3,NA,0.11490593342981187
2020-10-19,US_DC,2,2,2,3,0,1,2,0,2,0,2,2,0,0,3,NA,0.02237136465324385
2020-10-19,US_DE,2,2,1,2,0,1,1,1,2,NA,3,2,NA,NA,3,NA,0.14559386973180077
2020-10-19,US_FL,1,1,1,0,1,2,1,0,1,0,2,1,0,0,3,NA,0.10173580301685892
2020-10-19,US_GA,2,1,2,3,0,2,1,0,2,0,3,1,0,0,2,NA,0.04753176158270653
2020-10-19,US_HI,2,2,2,4,1,2,2,1,2,NA,3,2,0,0,3,NA,0.021954484605087015
2020-10-19,US_IA,2,1,1,0,0,1,1,2,2,NA,2,1,NA,NA,3,NA,0.18340467566677643
2020-10-19,US_ID,1,2,1,4,0,1,2,0,1,NA,2,1,NA,NA,2,NA,0.17720639332870047
2020-10-19,US_IL,2,1,1,3,0,1,2,1,1,NA,3,1,NA,NA,4,NA,0.06394297921288308
2020-10-19,US_IN,2,1,1,0,0,1,1,1,1,NA,3,2,NA,NA,3,NA,0.07303241274378718
2020-10-19,US_KS,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.22954915806626833
2020-10-19,US_KY,2,1,1,4,2,1,1,0,1,15000000,3,2,0,0,3,NA,0.02648239334629867
2020-10-19,US_LA,2,2,2,3,1,1,1,1,1,NA,2,1,NA,NA,3,NA,0.04130702836004932
2020-10-19,US_MA,2,2,1,3,1,1,1,0,1,0,3,2,0,0,4,NA,0.011710131809696215
2020-10-19,US_MD,1,1,2,3,0,1,1,0,2,0,3,2,0,0,3,NA,0.02014510964290057
2020-10-19,US_ME,1,2,1,3,1,1,2,1,1,0,3,2,0,0,2,NA,0.007090012330456227
2020-10-19,US_MI,2,1,1,3,1,1,1,1,1,NA,3,1,NA,NA,3,NA,0.04507255384116519
