date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,sev_day,dir
2020-07-03,US_ND,-6,12,300,-7,-55,44.142857142857146,0
2020-07-03,US_NE,4,33,251,13,-57,147.14285714285714,0
2020-07-03,US_NH,10,26,284,-19,-60,24.571428571428573,1
2020-07-03,US_NJ,-15,14,153,-41,-60,368.2857142857143,1
2020-07-03,US_NM,-7,21,60,-3,-53,217.85714285714286,1
2020-07-03,US_NV,-11,10,-1,-31,-53,716.4285714285714,0
2020-07-03,US_NY,-25,10,52,-50,-58,674.1428571428571,1
2020-07-03,US_OH,-3,17,274,-2,-58,987.1428571428571,1
2020-07-03,US_OK,2,17,125,5,-53,455.7142857142857,1
2020-07-03,US_OR,-9,16,143,-19,-56,269.85714285714283,1
2020-07-03,US_PA,-8,12,152,-32,-58,616.5714285714286,0
2020-07-03,US_RI,4,21,298,-29,-57,41.714285714285715,1
2020-07-03,US_SC,1,18,92,4,-53,1676.5714285714287,1
2020-07-03,US_SD,15,49,502,40,-54,55.57142857142857,1
2020-07-03,US_TN,1,19,157,-11,-55,1408.2857142857142,0
2020-07-03,US_TX,-15,7,13,-29,-56,6792.285714285715,1
2020-07-03,US_UT,-7,29,212,-26,-60,543.5714285714286,0
2020-07-03,US_VA,-8,11,151,-28,-59,559,0
2020-07-03,US_VT,-2,16,252,-34,-58,7,0
2020-07-03,US_WA,-12,13,145,-35,-61,663,0
2020-07-03,US_WI,0,22,350,-1,-58,599.5714285714286,1
2020-07-03,US_WV,2,17,140,22,-49,81.71428571428571,1
2020-07-04,US_AK,-17,19,303,-3,-26,34.857142857142854,1
2020-07-04,US_AL,-35,0,76,-9,-28,1105.7142857142858,1
2020-07-04,US_AR,-26,6,112,-16,-26,753.5714285714286,1
2020-07-04,US_AZ,-42,-10,-24,-39,-29,3697,0
2020-07-04,US_CA,-48,-5,-4,-41,-32,8115.857142857143,1
2020-07-04,US_CO,-36,-1,85,-30,-29,278.42857142857144,1
2020-07-04,US_FL,-38,-15,-25,-52,-30,9127.57142857143,1
2020-07-04,US_GA,-32,-5,64,-41,-31,2739.8571428571427,1
2020-07-04,US_HI,-47,-20,-31,-67,-37,18.571428571428573,1
2020-07-04,US_IA,-33,17,322,-5,-27,431.7142857142857,1
2020-07-04,US_IL,-37,-1,135,-26,-31,762.2857142857143,0
2020-07-04,US_IN,-25,5,336,1,-30,433.14285714285717,0
2020-07-04,US_MA,-40,-19,178,-42,-32,208,1
2020-07-04,US_MD,-31,-6,192,-30,-26,405.2857142857143,1
2020-07-04,US_ME,-24,4,362,-3,-23,26.714285714285715,0
2020-07-04,US_MI,-34,3,417,-9,-29,453.14285714285717,1
2020-07-04,US_MS,-30,-2,53,-15,-30,806.7142857142857,1
2020-07-04,US_MT,-24,32,255,14,-27,51.42857142857143,1
2020-07-04,US_NC,-31,0,113,-25,-27,1600.7142857142858,1
2020-07-04,US_ND,-39,-8,309,-21,-25,46,1
2020-07-04,US_NE,-35,9,237,3,-33,143.42857142857142,0
2020-07-04,US_NJ,-38,-5,219,-36,-29,349.42857142857144,0
2020-07-04,US_NM,-35,3,42,-19,-24,225.71428571428572,1
2020-07-04,US_NV,-29,1,-12,-34,-33,761.2857142857143,1
2020-07-04,US_NY,-44,-6,129,-43,-31,683.2857142857143,1
2020-07-04,US_OH,-35,0,271,-4,-30,1016.4285714285714,1
2020-07-04,US_OK,-27,8,128,-8,-25,494.7142857142857,1
2020-07-04,US_OR,-36,4,150,-21,-27,272.85714285714283,1
2020-07-04,US_PA,-39,-8,177,-31,-29,670.4285714285714,1
2020-07-04,US_RI,-26,-7,464,-29,-33,41.857142857142854,1
2020-07-04,US_SC,-27,5,98,-10,-28,1564.7142857142858,0
2020-07-04,US_SD,-22,26,430,19,-27,57,1
2020-07-04,US_TN,-28,6,165,-20,-28,1429.2857142857142,1
2020-07-04,US_TX,-36,-6,0,-35,-30,7228.428571428572,1
2020-07-04,US_UT,-39,5,186,-23,-25,545.1428571428571,1
2020-07-04,US_VA,-33,0,139,-27,-27,564.7142857142857,1
2020-07-04,US_WA,-41,-1,148,-27,-30,668,1
2020-07-04,US_WI,-29,9,355,0,-24,586.1428571428571,0
2020-07-04,US_WV,-24,9,204,8,-21,79.42857142857143,0
2020-07-04,US_WY,-11,34,404,39,-22,32,0
2020-07-05,US_AK,15,19,239,11,-14,36.142857142857146,1
2020-07-05,US_AL,-18,-7,46,11,-21,1142.857142857143,1
2020-07-05,US_AZ,-32,-19,-26,-33,-22,3503.1428571428573,0
2020-07-05,US_CA,-36,-17,-2,-37,-21,8043.428571428572,0
2020-07-05,US_CO,-17,-6,83,-25,-18,298.14285714285717,1
2020-07-05,US_FL,-31,-21,-36,-45,-24,9045,0
2020-07-05,US_GA,-20,-12,47,-30,-23,2807.5714285714284,1
2020-07-05,US_HI,-37,-22,-28,-61,-28,22,1
2020-07-05,US_IA,-10,17,224,7,-12,436.85714285714283,1
2020-07-05,US_ID,4,13,328,36,-18,346,1
2020-07-05,US_IL,-21,-11,128,-21,-17,784,1
2020-07-05,US_IN,-9,-2,218,19,-16,444.42857142857144,1
2020-07-05,US_LA,-24,-8,-17,-22,-23,1722.2857142857142,1
2020-07-05,US_MA,-21,-18,118,-36,-16,208.42857142857142,1
2020-07-05,US_MD,-21,-10,136,-23,-18,420.42857142857144,1
2020-07-05,US_ME,8,12,255,40,-9,23.714285714285715,0
2020-07-05,US_MI,-8,-1,377,1,-15,494.57142857142856,1
2020-07-05,US_MN,-18,-3,181,-35,-13,469.42857142857144,1
2020-07-05,US_MS,-10,-4,33,5,-22,805.8571428571429,0
2020-07-05,US_MT,6,26,224,43,-13,50.714285714285715,0
2020-07-05,US_NC,-19,-7,55,-21,-21,1542.4285714285713,0
2020-07-05,US_ND,-14,-7,227,-3,-14,50.857142857142854,1
2020-07-05,US_NE,-14,-5,169,9,-15,146.28571428571428,1
2020-07-05,US_NH,-3,-4,232,-4,-12,24.285714285714285,0
2020-07-05,US_NJ,-29,-9,180,-30,-16,337.42857142857144,0
2020-07-05,US_NM,-22,-8,28,-13,-18,248.71428571428572,1
2020-07-05,US_NV,-19,-9,-10,-33,-28,742.8571428571429,0
2020-07-05,US_NY,-31,-12,115,-39,-20,692.8571428571429,1
2020-07-05,US_OH,-13,-5,226,3,-16,1045.142857142857,1
2020-07-05,US_OK,-12,0,62,6,-16,540.1428571428571,1
2020-07-05,US_OR,-15,-6,100,-9,-20,278.42857142857144,1
2020-07-05,US_PA,-17,-7,161,-21,-17,700.8571428571429,1
2020-07-05,US_RI,-7,-11,293,-15,-14,38.142857142857146,0
2020-07-05,US_SC,-12,-2,64,16,-20,1570,1
2020-07-05,US_SD,9,29,413,54,-9,59.42857142857143,1
2020-07-05,US_TN,-14,-4,79,-8,-21,1524.4285714285713,1
2020-07-05,US_TX,-28,-17,-23,-32,-22,7500.285714285715,1
2020-07-05,US_UT,-12,6,148,-17,-22,577,1
2020-07-05,US_VA,-20,-7,91,-20,-19,596,1
2020-07-05,US_VT,-7,4,252,-38,-16,6.571428571428571,1
2020-07-05,US_WA,-17,-9,110,-19,-20,667.4285714285714,0
2020-07-05,US_WI,-5,4,299,6,-11,597.8571428571429,1
2020-07-05,US_WV,-2,9,156,42,-15,110.71428571428571,1
2020-07-05,US_WY,12,33,320,42,-13,32.285714285714285,1
2020-07-06,US_AK,19,18,165,1,-35,36.857142857142854,1
2020-07-06,US_AL,-5,3,40,6,-34,1169.2857142857142,1
2020-07-06,US_AR,0,7,76,4,-34,917,1
2020-07-06,US_AZ,-21,-9,-13,-28,-44,3606.5714285714284,1
2020-07-06,US_CA,-26,-7,11,-39,-44,8008.857142857143,0
2020-07-06,US_CO,-6,4,119,-25,-40,310.42857142857144,1
2020-07-06,US_CT,-4,-2,111,-20,-41,99.28571428571429,0
2020-07-06,US_DE,-1,4,83,-22,-39,131,1
2020-07-06,US_FL,-22,-13,-27,-39,-39,9317,1
2020-07-06,US_GA,-12,-4,20,-32,-41,2716.8571428571427,0
2020-07-06,US_HI,-31,-17,-38,-53,-37,24,1
2020-07-06,US_IA,-3,21,184,1,-33,433,0
2020-07-06,US_ID,11,19,290,17,-30,371.2857142857143,1
2020-07-06,US_IL,-10,-1,78,-32,-42,805.2857142857143,1
2020-07-06,US_IN,4,5,135,8,-34,455.42857142857144,1
2020-07-06,US_KS,-7,0,115,7,-35,931.4285714285714,1
2020-07-06,US_KY,-4,6,78,-4,-35,374.42857142857144,1
2020-07-06,US_LA,-13,-3,-16,-18,-34,1688,0
2020-07-06,US_MA,-10,-6,115,-48,-48,222.71428571428572,1
2020-07-06,US_MD,-14,-6,62,-37,-45,432,1
2020-07-06,US_ME,14,17,294,12,-36,22.571428571428573,0
2020-07-06,US_MI,1,4,246,-14,-40,483.57142857142856,0
2020-07-06,US_MN,-4,6,145,-39,-43,492.42857142857144,1
2020-07-06,US_MO,-1,8,102,-10,-36,491.57142857142856,1
2020-07-06,US_MS,4,6,25,5,-32,813,1
2020-07-06,US_MT,20,31,262,38,-28,54.714285714285715,1
2020-07-06,US_NC,-6,4,88,-20,-38,1601,1
2020-07-06,US_ND,5,5,194,1,-31,58.857142857142854,1
2020-07-06,US_NE,1,7,161,6,-35,159.28571428571428,1
2020-07-06,US_NH,11,10,303,-10,-39,24.428571428571427,1
2020-07-06,US_NJ,-24,-6,84,-41,-46,305.2857142857143,0
2020-07-06,US_NM,-7,5,34,-7,-39,247.28571428571428,0
2020-07-06,US_NV,-11,0,-9,-30,-39,738.7142857142857,0
2020-07-06,US_NY,-26,-6,42,-49,-46,651.2857142857143,0
2020-07-06,US_OH,-2,3,137,-1,-37,1023.5714285714286,0
2020-07-06,US_OK,0,6,54,4,-35,565.2857142857143,1
2020-07-06,US_OR,-7,1,114,-18,-40,269.42857142857144,0
2020-07-06,US_PA,-11,-5,68,-33,-41,684.7142857142857,0
2020-07-06,US_RI,5,-1,353,-34,-44,39.57142857142857,1
2020-07-06,US_SC,-4,3,50,3,-35,1570,1
2020-07-06,US_SD,16,29,328,40,-29,63.285714285714285,1
2020-07-06,US_TN,-1,3,95,-6,-35,1528.7142857142858,1
2020-07-06,US_TX,-17,-8,-6,-29,-43,7767,1
2020-07-06,US_UT,-3,11,146,-21,-41,583.7142857142857,1
2020-07-06,US_VA,-11,-1,75,-29,-42,607.5714285714286,1
2020-07-06,US_VT,3,10,251,-21,-40,6.142857142857143,0
2020-07-06,US_WA,-11,-1,97,-33,-45,687.7142857142857,1
2020-07-06,US_WI,0,10,212,-4,-36,628.7142857142857,1
2020-07-06,US_WV,3,10,71,22,-33,110.42857142857143,0
2020-07-06,US_WY,24,37,325,40,-28,32,0
2020-07-07,US_AK,18,17,174,3,-29,38.857142857142854,1
2020-07-07,US_AL,-7,2,29,-1,-31,1124.2857142857142,0
2020-07-07,US_AR,-1,7,110,1,-32,905,0
2020-07-07,US_AZ,-22,-8,-17,-26,-43,3576.285714285714,0
2020-07-07,US_CA,-27,-5,16,-38,-43,8228.42857142857,1
2020-07-07,US_CO,-8,5,93,-26,-41,367.42857142857144,1
2020-07-07,US_CT,-8,-2,78,-23,-40,102.14285714285714,1
2020-07-07,US_FL,-22,-10,-19,-38,-37,9161.285714285714,0
2020-07-07,US_GA,-12,-2,22,-32,-39,2959.714285714286,1
2020-07-07,US_HI,-32,-17,-40,-53,-35,26.285714285714285,1
2020-07-07,US_IA,-7,18,174,1,-33,507.85714285714283,1
2020-07-07,US_ID,7,20,237,17,-33,405,1
2020-07-07,US_IL,-10,0,72,-32,-40,861,1
2020-07-07,US_IN,2,7,149,6,-32,483.57142857142856,1
2020-07-07,US_KY,-4,9,105,-3,-33,404,1
2020-07-07,US_LA,-11,0,-16,-19,-33,1867.857142857143,1
2020-07-07,US_MA,-12,-5,110,-47,-46,211.71428571428572,0
2020-07-07,US_MD,-11,-2,98,-34,-44,421.2857142857143,0
2020-07-07,US_ME,12,14,286,11,-34,18,0
2020-07-07,US_MI,-1,4,223,-13,-38,501.42857142857144,1
2020-07-07,US_MN,-5,8,176,-36,-40,508.14285714285717,1
2020-07-07,US_MO,-3,6,114,-10,-35,625.5714285714286,1
2020-07-07,US_MS,1,4,29,4,-30,836,1
2020-07-07,US_MT,13,24,201,28,-27,66.42857142857143,1
2020-07-07,US_NC,-10,1,64,-21,-36,1584.2857142857142,0
2020-07-07,US_ND,2,4,160,1,-28,61.857142857142854,1
2020-07-07,US_NE,-2,6,162,5,-33,167.28571428571428,1
2020-07-07,US_NH,6,10,271,-8,-37,24.142857142857142,0
2020-07-07,US_NJ,-17,5,126,-39,-44,305.85714285714283,1
2020-07-07,US_NM,-8,6,38,-6,-37,253.28571428571428,1
2020-07-07,US_NV,-11,2,-10,-29,-39,741.4285714285714,1
2020-07-07,US_NY,-24,2,56,-46,-44,632.4285714285714,0
2020-07-07,US_OH,-3,3,141,-2,-35,1085.5714285714287,1
2020-07-07,US_OK,-1,6,79,3,-32,575.2857142857143,1
2020-07-07,US_OR,-9,4,103,-21,-40,270.57142857142856,1
2020-07-07,US_PA,-6,1,86,-29,-38,733.5714285714286,1
2020-07-07,US_RI,2,1,265,-33,-39,61.42857142857143,1
2020-07-07,US_SC,-6,1,15,-3,-34,1555.2857142857142,0
2020-07-07,US_SD,14,29,329,37,-27,60.42857142857143,0
2020-07-07,US_TN,-1,5,103,-9,-33,1547.7142857142858,1
2020-07-07,US_TX,-17,-6,3,-27,-42,8082.714285714285,1
2020-07-07,US_UT,-6,11,172,-23,-40,622.4285714285714,1
2020-07-07,US_VA,-11,3,102,-28,-41,648.2857142857143,1
2020-07-07,US_VT,-1,8,235,-19,-38,5.571428571428571,0
2020-07-07,US_WA,-13,0,85,-34,-45,700.2857142857143,1
2020-07-07,US_WI,-5,7,187,-8,-34,666.8571428571429,1
2020-07-07,US_WV,2,9,72,17,-31,122.42857142857143,1
2020-07-07,US_WY,18,32,280,33,-26,29.714285714285715,0
2020-07-08,US_AK,14,17,91,-3,-28,48.142857142857146,1
2020-07-08,US_AL,-3,3,40,1,-31,1216.142857142857,1
2020-07-08,US_AZ,-23,-9,-17,-28,-42,3625.285714285714,1
2020-07-08,US_CA,-28,-6,12,-39,-42,8664.142857142857,1
2020-07-08,US_CO,-7,5,111,-26,-40,389.2857142857143,1
2020-07-08,US_CT,-10,-4,66,-25,-39,123.42857142857143,1
2020-07-08,US_DE,-2,4,123,-22,-36,135.57142857142858,1
2020-07-08,US_FL,-22,-12,-14,-39,-36,9929,1
2020-07-08,US_GA,-9,-2,41,-31,-38,3011.714285714286,1
2020-07-08,US_HI,-33,-18,-37,-56,-34,26.142857142857142,0
2020-07-08,US_IA,-5,20,170,4,-30,515.1428571428571,1
2020-07-08,US_ID,7,19,233,13,-31,419.14285714285717,1
2020-07-08,US_IL,-9,1,76,-31,-39,908.5714285714286,1
2020-07-08,US_IN,3,5,136,4,-31,521,1
2020-07-08,US_KS,-4,7,132,10,-32,927.1428571428571,0
2020-07-08,US_KY,-4,8,97,-5,-32,434.57142857142856,1
2020-07-08,US_LA,-5,3,15,-14,-31,1930.5714285714287,1
2020-07-08,US_MA,-14,-5,77,-49,-45,222.85714285714286,1
2020-07-08,US_MD,-10,0,105,-34,-43,446.57142857142856,1
2020-07-08,US_ME,5,10,171,1,-34,17.571428571428573,0
2020-07-08,US_MI,1,7,224,-12,-37,541.2857142857143,1
2020-07-08,US_MN,-5,6,150,-37,-39,563.8571428571429,1
2020-07-08,US_MO,5,8,82,-6,-32,642.8571428571429,1
2020-07-08,US_MS,1,2,23,3,-30,677.8571428571429,0
2020-07-08,US_MT,13,26,231,25,-25,72.85714285714286,1
2020-07-08,US_NC,-10,0,54,-23,-36,1734.142857142857,1
2020-07-08,US_NE,-1,7,142,6,-32,159.57142857142858,0
2020-07-08,US_NH,3,7,151,-12,-36,23.857142857142858,0
2020-07-08,US_NJ,-20,0,107,-41,-43,312.14285714285717,1
2020-07-08,US_NM,-10,4,32,-10,-35,244.28571428571428,0
2020-07-08,US_NV,-12,2,-8,-30,-37,751.8571428571429,1
2020-07-08,US_NY,-25,0,46,-47,-43,633,1
2020-07-08,US_OH,-1,5,153,-2,-34,1147.2857142857142,1
2020-07-08,US_OK,2,9,84,5,-30,590.5714285714286,1
2020-07-08,US_OR,-7,6,144,-19,-38,259.7142857142857,0
2020-07-08,US_PA,-8,1,76,-29,-38,759.1428571428571,1
2020-07-08,US_SC,-5,2,36,-1,-32,1616.142857142857,1
2020-07-08,US_SD,11,26,323,32,-26,60.857142857142854,1
2020-07-08,US_TN,-2,6,100,-10,-32,1552.2857142857142,1
2020-07-08,US_TX,-16,-4,12,-27,-40,8381.714285714286,1
2020-07-08,US_UT,-5,11,166,-22,-39,616.1428571428571,0
2020-07-08,US_VA,-10,3,89,-28,-40,667.5714285714286,1
2020-07-08,US_VT,-5,4,137,-23,-37,6,1
2020-07-08,US_WA,-13,1,124,-34,-43,697.1428571428571,0
2020-07-08,US_WI,-1,10,233,-6,-33,696.1428571428571,1
2020-07-08,US_WV,0,6,72,14,-30,133.28571428571428,1
2020-07-08,US_WY,17,32,312,30,-25,33.285714285714285,1
2020-07-09,US_AK,11,17,157,1,-28,52.714285714285715,1
2020-07-09,US_AR,-5,4,87,0,-31,907.4285714285714,1
2020-07-09,US_AZ,-23,-9,-15,-30,-42,3482.5714285714284,0
2020-07-09,US_CA,-28,-5,9,-40,-42,8211.142857142857,0
2020-07-09,US_CO,-7,7,120,-26,-40,406.85714285714283,1
2020-07-09,US_CT,-7,-1,117,-22,-37,116.14285714285714,0
2020-07-09,US_DE,0,7,117,-20,-36,150.57142857142858,1
2020-07-09,US_FL,-22,-10,-12,-39,-36,10781.57142857143,1
2020-07-09,US_GA,-10,-1,21,-32,-38,3058.5714285714284,1
2020-07-09,US_HI,-33,-19,-41,-57,-34,28.714285714285715,1
2020-07-09,US_IA,-7,11,153,0,-32,531.1428571428571,1
2020-07-09,US_ID,6,19,260,13,-32,447.85714285714283,1
2020-07-09,US_IL,-11,2,67,-32,-38,953.5714285714286,1
2020-07-09,US_IN,2,9,146,5,-31,514.8571428571429,0
2020-07-09,US_KY,-5,9,94,-6,-33,429.85714285714283,0
2020-07-09,US_LA,-8,3,12,-16,-31,1842.2857142857142,0
2020-07-09,US_MA,-12,-3,125,-47,-44,231.85714285714286,1
2020-07-09,US_MD,-11,0,111,-34,-43,496.7142857142857,1
2020-07-09,US_ME,8,16,320,9,-31,17.714285714285715,1
2020-07-09,US_MI,-1,6,218,-14,-37,547.8571428571429,1
2020-07-09,US_MN,-8,6,147,-37,-39,592.1428571428571,1
2020-07-09,US_MO,-3,7,107,-9,-33,636.2857142857143,0
2020-07-09,US_MS,-2,3,38,3,-29,769.5714285714286,1
2020-07-09,US_MT,13,27,252,27,-25,78,1
2020-07-09,US_NC,-10,2,58,-23,-35,1816.857142857143,1
2020-07-09,US_ND,6,7,206,2,-26,74.14285714285714,1
2020-07-09,US_NE,-3,5,160,9,-32,167.28571428571428,1
2020-07-09,US_NH,4,10,299,-11,-34,22.428571428571427,0
2020-07-09,US_NJ,-18,4,154,-40,-43,311.57142857142856,0
2020-07-09,US_NM,-10,4,37,-9,-37,253.14285714285714,1
2020-07-09,US_NV,-14,0,-14,-32,-38,752.1428571428571,1
2020-07-09,US_NY,-23,3,77,-45,-42,653.5714285714286,1
2020-07-09,US_OH,-4,6,149,-4,-34,1205.857142857143,1
2020-07-09,US_OK,-2,6,67,3,-32,615.2857142857143,1
2020-07-09,US_OR,-10,4,106,-21,-38,274.42857142857144,1
2020-07-09,US_PA,-8,3,105,-28,-38,773.1428571428571,1
2020-07-09,US_RI,1,0,345,-32,-38,72,1
2020-07-09,US_SC,-5,3,45,-2,-31,1685.857142857143,1
2020-07-09,US_SD,11,27,343,38,-26,62.285714285714285,1
2020-07-09,US_TN,-4,4,89,-10,-32,1504.142857142857,0
2020-07-09,US_TX,-16,-5,19,-27,-41,9059.857142857143,1
2020-07-09,US_UT,-7,11,168,-23,-39,647.4285714285714,1
2020-07-09,US_VA,-11,1,85,-30,-40,703.1428571428571,1
2020-07-09,US_VT,-5,5,216,-25,-35,6.285714285714286,1
2020-07-09,US_WA,-15,1,87,-36,-43,753.8571428571429,1
2020-07-09,US_WI,-6,6,147,-9,-33,733.8571428571429,1
2020-07-09,US_WV,-2,7,68,15,-30,135,1
2020-07-09,US_WY,17,32,313,39,-26,32.57142857142857,0
2020-07-10,US_AK,8,13,172,4,-26,56.285714285714285,1
2020-07-10,US_AL,-10,0,45,-1,-31,1340,1
2020-07-10,US_AZ,-27,-10,-21,-32,-41,3197.5714285714284,0
2020-07-10,US_CA,-31,-6,6,-41,-41,8390.57142857143,1
2020-07-10,US_CO,-13,5,98,-26,-39,426.42857142857144,1
2020-07-10,US_CT,-18,-6,27,-30,-38,94.28571428571429,0
2020-07-10,US_DE,-18,-11,14,-37,-38,138.85714285714286,0
2020-07-10,US_FL,-25,-12,-19,-42,-37,11050.142857142857,1
2020-07-10,US_GA,-13,-4,68,-31,-37,3357.8571428571427,1
2020-07-10,US_HI,-34,-18,-35,-56,-32,28.142857142857142,0
2020-07-10,US_IA,-3,19,234,7,-29,553.1428571428571,1
2020-07-10,US_ID,-1,16,238,14,-32,452.7142857142857,1
2020-07-10,US_IL,-13,0,88,-28,-38,992,1
2020-07-10,US_IN,-3,2,161,5,-31,529.4285714285714,1
2020-07-10,US_KS,-6,-2,164,12,-30,996.4285714285714,1
2020-07-10,US_KY,-10,5,127,-4,-33,400.42857142857144,0
2020-07-10,US_LA,-14,-2,4,-20,-32,1928.5714285714287,1
2020-07-10,US_MA,-19,-6,55,-48,-44,241.42857142857142,1
2020-07-10,US_MD,-16,-4,86,-34,-42,517.5714285714286,1
2020-07-10,US_ME,-2,9,240,-1,-33,19.285714285714285,1
2020-07-10,US_MI,-14,-5,153,-17,-37,561.2857142857143,1
2020-07-10,US_MN,-11,7,193,-35,-38,600.4285714285714,1
2020-07-10,US_MS,-8,-3,30,1,-30,774.7142857142857,1
2020-07-10,US_MT,2,24,205,28,-27,84.85714285714286,1
2020-07-10,US_NC,-12,0,85,-21,-34,1857,1
2020-07-10,US_ND,-5,1,203,6,-25,84,1
2020-07-10,US_NE,-5,6,167,10,-31,177.57142857142858,1
2020-07-10,US_NH,-5,5,211,-20,-35,22,0
2020-07-10,US_NJ,-39,-16,-6,-49,-45,315.14285714285717,1
2020-07-10,US_NM,-15,5,26,-12,-34,254.85714285714286,1
2020-07-10,US_NV,-17,-2,-19,-35,-37,800.8571428571429,1
2020-07-10,US_NY,-37,-13,-8,-53,-44,659.1428571428571,1
2020-07-10,US_OH,-11,-1,153,-4,-34,1271,1
2020-07-10,US_OK,-8,1,54,1,-31,626.1428571428571,1
2020-07-10,US_OR,-14,3,117,-19,-37,277.14285714285717,1
2020-07-10,US_PA,-22,-10,43,-36,-38,776.8571428571429,1
2020-07-10,US_RI,-9,-3,141,-40,-37,76,1
2020-07-10,US_SC,-9,2,48,2,-32,1684,0
2020-07-10,US_SD,7,29,346,38,-24,59.857142857142854,0
2020-07-10,US_TN,-9,1,89,-10,-32,1874.142857142857,1
2020-07-10,US_TX,-20,-6,2,-29,-40,9108,1
2020-07-10,US_UT,-13,10,153,-22,-38,651.5714285714286,1
2020-07-10,US_VA,-15,-2,89,-29,-39,791.4285714285714,1
2020-07-10,US_VT,-13,-1,174,-32,-38,6.857142857142857,1
2020-07-10,US_WA,-17,0,137,-32,-42,796.8571428571429,1
2020-07-10,US_WI,-7,7,238,-1,-32,736,1
2020-07-10,US_WV,-10,-1,76,20,-30,116.71428571428571,0
2020-07-11,US_AK,5,18,169,12,-8,57.857142857142854,1
2020-07-11,US_AL,-11,5,70,17,-8,1452.142857142857,1
2020-07-11,US_AZ,-32,-12,-37,-33,-19,3286.1428571428573,1
2020-07-11,US_CA,-33,-5,3,-35,-17,8309.42857142857,0
2020-07-11,US_CO,-18,4,82,-20,-13,431.7142857142857,1
2020-07-11,US_FL,-28,-13,-26,-44,-18,11058,1
2020-07-11,US_GA,-14,-2,67,-25,-12,3356.1428571428573,0
2020-07-11,US_HI,-37,-19,-29,-60,-24,30.428571428571427,1
2020-07-11,US_IA,-12,19,230,12,-3,545.7142857142857,0
2020-07-11,US_IL,-16,3,128,-13,-9,1009.1428571428571,1
2020-07-11,US_IN,-5,7,277,20,-8,579.8571428571429,1
2020-07-11,US_KY,-12,9,211,11,-9,412.85714285714283,1
2020-07-11,US_LA,-18,1,-5,-13,-17,1968.4285714285713,1
2020-07-11,US_MA,-20,-9,133,-33,-15,256,1
2020-07-11,US_MD,-17,-1,169,-20,-11,552,1
2020-07-11,US_ME,-4,7,168,10,-10,18,0
2020-07-11,US_MI,-12,6,355,2,-5,566.2857142857143,1
2020-07-11,US_MN,-19,4,134,-30,-7,576.7142857142857,0
2020-07-11,US_MO,-13,7,149,-4,-8,710,1
2020-07-11,US_MS,-9,1,42,10,-12,761.1428571428571,0
2020-07-11,US_MT,-2,28,235,38,-10,89.28571428571429,1
2020-07-11,US_NC,-14,2,100,-12,-11,1944.142857142857,1
2020-07-11,US_ND,-12,1,237,2,-5,84.42857142857143,1
2020-07-11,US_NE,-11,6,217,15,-7,193.28571428571428,1
2020-07-11,US_NH,-8,2,138,-17,-11,22.714285714285715,1
2020-07-11,US_NJ,-24,3,133,-29,-10,336.42857142857144,1
2020-07-11,US_NM,-22,-1,20,-11,-14,255.28571428571428,1
2020-07-11,US_NV,-23,-2,-30,-33,-25,833.4285714285714,1
2020-07-11,US_NY,-29,-1,48,-39,-16,705.4285714285714,1
2020-07-11,US_OH,-12,3,249,7,-10,1298.7142857142858,1
2020-07-11,US_OK,-13,5,70,5,-10,645.4285714285714,1
2020-07-11,US_OR,-19,3,147,-8,-13,291.85714285714283,1
2020-07-11,US_PA,-17,0,121,-16,-12,767.4285714285714,0
2020-07-11,US_SC,-11,5,79,11,-10,1862.4285714285713,1
2020-07-11,US_SD,1,30,313,45,-6,58.42857142857143,0
2020-07-11,US_TN,-11,6,141,0,-9,1896.2857142857142,1
2020-07-11,US_TX,-24,-6,-6,-25,-16,9210.42857142857,1
2020-07-11,US_UT,-21,5,151,-13,-10,635,0
2020-07-11,US_VA,-17,3,118,-15,-12,814.7142857142857,1
2020-07-11,US_VT,-17,-4,119,-41,-18,7,1
2020-07-11,US_WA,-24,-3,114,-21,-15,803,1
2020-07-11,US_WI,-10,13,294,10,-3,797.7142857142857,1
2020-07-11,US_WV,-9,8,153,43,-9,135.14285714285714,1
2020-07-11,US_WY,7,31,328,51,-8,34.285714285714285,1
2020-07-12,US_AK,19,20,190,9,-8,60.142857142857146,1
2020-07-12,US_AL,-16,-4,29,5,-18,1581.4285714285713,1
2020-07-12,US_AR,-5,8,93,4,-14,940.2857142857143,1
2020-07-12,US_AZ,-29,-14,-33,-33,-20,3248.5714285714284,0
2020-07-12,US_CA,-32,-9,11,-36,-18,8525.57142857143,1
2020-07-12,US_CO,-11,2,88,-22,-14,434.14285714285717,1
2020-07-12,US_DE,-6,4,151,-14,-10,136,1
2020-07-12,US_FL,-26,-13,-19,-44,-21,11767.857142857143,1
2020-07-12,US_GA,-16,-6,49,-32,-19,3420.5714285714284,1
2020-07-12,US_HI,-36,-23,-27,-62,-25,27.571428571428573,0
2020-07-12,US_IA,0,27,283,10,-5,540.2857142857143,0
2020-07-12,US_ID,9,20,299,31,-13,454.14285714285717,0
2020-07-12,US_IL,-12,-2,183,-18,-12,1038.7142857142858,1
2020-07-12,US_IN,-2,5,212,14,-11,615.2857142857143,1
2020-07-12,US_LA,-17,0,-5,-19,-20,1997.142857142857,1
2020-07-12,US_MA,-14,-10,149,-34,-12,249.28571428571428,0
