date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,sev_day,dir
2020-03-04,US_WA,5,9,56,-2,-2,26.857142857142858,1
2020-03-05,US_WA,2,7,21,-8,-6,31.142857142857142,1
2020-03-06,US_WA,-2,2,13,-12,-8,34.142857142857146,1
2020-03-07,US_WA,-3,1,18,-6,-1,40.57142857142857,1
2020-03-08,US_FL,4,3,-1,1,0,3,1
2020-03-08,US_NY,10,7,61,0,2,27.714285714285715,1
2020-03-08,US_WA,7,2,34,-5,-2,44.57142857142857,1
2020-03-09,US_CA,3,6,12,-7,1,21.285714285714285,1
2020-03-09,US_FL,5,5,6,-1,0,3.857142857142857,1
2020-03-09,US_NY,7,8,62,-4,1,35.42857142857143,1
2020-03-09,US_WA,2,3,49,-15,-8,56.857142857142854,1
2020-03-10,US_CA,-1,4,-10,-13,-3,27.428571428571427,1
2020-03-10,US_FL,5,6,11,1,0,7.142857142857143,1
2020-03-10,US_MA,5,7,33,-7,0,19.428571428571427,1
2020-03-10,US_NJ,5,10,34,-7,-2,7.857142857142857,1
2020-03-10,US_NY,1,7,14,-7,-1,46.857142857142854,1
2020-03-10,US_PA,6,5,17,-2,0,5.571428571428571,1
2020-03-10,US_WA,1,5,37,-15,-11,70.42857142857143,1
2020-03-11,US_CA,3,9,12,-10,-3,32,1
2020-03-11,US_FL,6,7,20,-1,0,13,1
2020-03-11,US_NJ,6,12,48,-8,-3,10.571428571428571,1
2020-03-11,US_NY,3,11,20,-8,-1,68.71428571428571,1
2020-03-11,US_PA,7,10,29,0,-1,6.142857142857143,1
2020-03-11,US_WA,1,9,46,-16,-11,88.71428571428571,1
2020-03-12,US_CA,-3,13,-15,-18,-6,35.285714285714285,1
2020-03-12,US_FL,5,17,17,-2,-1,17.571428571428573,1
2020-03-12,US_GA,8,24,23,-2,-1,13.142857142857142,1
2020-03-12,US_IN,7,23,32,5,-1,3.2857142857142856,1
2020-03-12,US_MA,5,32,14,-17,-5,22.285714285714285,1
2020-03-12,US_MN,3,14,-10,-8,-4,18,1
2020-03-12,US_NJ,5,25,19,-14,-5,13.142857142857142,1
2020-03-12,US_NV,2,13,-3,-8,-1,6,1
2020-03-12,US_NY,1,27,6,-13,-3,84,1
2020-03-12,US_PA,8,21,39,-4,-2,8.142857142857142,1
2020-03-12,US_TX,11,26,48,1,-11,11,1
2020-03-12,US_VA,7,20,44,-3,-3,7,1
2020-03-12,US_WA,-1,15,39,-20,-14,113.85714285714286,1
2020-03-13,US_FL,1,22,14,-8,-5,21.285714285714285,1
2020-03-13,US_GA,3,33,39,-5,-8,15.571428571428571,1
2020-03-13,US_IA,10,33,39,11,0,2.7142857142857144,1
2020-03-13,US_KY,3,27,39,-1,-4,2.857142857142857,1
2020-03-13,US_MA,-5,30,-16,-26,-14,29.285714285714285,1
2020-03-13,US_MN,2,20,-2,-7,-6,24.857142857142858,1
2020-03-13,US_NE,3,32,16,2,-11,2.4285714285714284,1
2020-03-13,US_NJ,-1,27,39,-20,-9,23.285714285714285,1
2020-03-13,US_NV,1,24,-8,-11,-4,8.428571428571429,1
2020-03-13,US_NY,-6,28,1,-19,-8,122,1
2020-03-13,US_PA,1,22,33,-11,-7,9.428571428571429,1
2020-03-13,US_RI,-1,34,-10,-21,-3,4.285714285714286,1
2020-03-13,US_SC,8,22,41,10,-2,3.7142857142857144,1
2020-03-13,US_VA,3,22,46,-8,-8,9.142857142857142,1
2020-03-13,US_WA,-9,17,-15,-28,-17,130.71428571428572,1
2020-03-14,US_AZ,-5,18,-6,-2,-2,3.5714285714285716,1
2020-03-14,US_CA,-13,23,-37,-24,-6,52.714285714285715,1
2020-03-14,US_CT,-7,16,95,-12,-3,5.714285714285714,1
2020-03-14,US_FL,-6,16,8,-10,-1,30.857142857142858,1
2020-03-14,US_GA,-4,17,50,-4,0,18.428571428571427,1
2020-03-14,US_IA,-7,18,-16,-1,1,2.142857142857143,0
2020-03-14,US_IL,-7,31,-13,-8,0,21.714285714285715,1
2020-03-14,US_IN,-7,15,1,1,-1,4,1
2020-03-14,US_KY,-8,16,-4,-1,-2,2.5714285714285716,0
2020-03-14,US_LA,-4,21,9,-1,-1,19.428571428571427,1
2020-03-14,US_MA,-11,16,61,-19,-4,30.714285714285715,1
2020-03-14,US_MN,-7,15,-14,-10,-1,33.57142857142857,1
2020-03-14,US_NE,-17,5,-25,-10,-6,2.5714285714285716,1
2020-03-14,US_NJ,-7,16,87,-16,-2,35.857142857142854,1
2020-03-14,US_NV,-6,22,-19,-9,-5,9.714285714285714,1
2020-03-14,US_NY,-9,21,20,-20,-2,174.71428571428572,1
2020-03-14,US_PA,-7,13,40,-8,-2,12,1
2020-03-14,US_SC,4,18,64,10,1,3.7142857142857144,1
2020-03-14,US_WA,-19,8,3,-22,-8,137.42857142857142,1
2020-03-15,US_CA,-16,11,-25,-23,-8,68.28571428571429,1
2020-03-15,US_CT,-13,4,56,-19,-8,9.428571428571429,1
2020-03-15,US_FL,-9,9,12,-13,-6,45.285714285714285,1
2020-03-15,US_GA,-12,8,2,-13,-9,25,1
2020-03-15,US_IA,0,30,18,1,-2,2.2857142857142856,1
2020-03-15,US_IL,-8,25,25,-13,-5,38.42857142857143,1
2020-03-15,US_IN,-7,12,37,0,-5,4.714285714285714,1
2020-03-15,US_KY,-11,12,9,-3,-8,2.857142857142857,1
2020-03-15,US_LA,-5,16,23,0,-4,33.42857142857143,1
2020-03-15,US_MN,-5,19,31,-15,-4,35.42857142857143,1
2020-03-15,US_NE,-12,10,-20,-5,-2,2.7142857142857144,1
2020-03-15,US_NH,-6,10,24,-7,-3,5.285714285714286,1
2020-03-15,US_NJ,-14,6,79,-24,-8,58,1
2020-03-15,US_NV,-6,21,-2,-17,-7,9.857142857142858,1
2020-03-15,US_NY,-14,14,28,-25,-7,312.57142857142856,1
2020-03-15,US_PA,-8,8,63,-15,-7,16.714285714285715,1
2020-03-15,US_RI,-13,6,81,-21,-5,5.714285714285714,1
2020-03-15,US_SC,2,23,15,16,-3,7.285714285714286,1
2020-03-15,US_TX,-9,7,-17,-7,-7,13.714285714285714,1
2020-03-15,US_VA,-14,5,-13,-17,-11,9.857142857142858,1
2020-03-15,US_WA,-10,5,28,-22,-11,171.42857142857142,1
2020-03-15,US_WI,-5,13,47,-7,-1,17,1
2020-03-16,US_AL,-2,24,22,2,-10,9.714285714285714,1
2020-03-16,US_AR,-6,13,-20,-6,-16,12.857142857142858,1
2020-03-16,US_AZ,0,22,13,-9,-19,5.571428571428571,1
2020-03-16,US_CA,-12,21,-27,-31,-24,109.57142857142857,1
2020-03-16,US_CO,-7,22,44,-23,-21,33.142857142857146,1
2020-03-16,US_CT,-7,26,16,-25,-23,13.285714285714286,1
2020-03-16,US_FL,-6,14,0,-16,-18,56.714285714285715,1
2020-03-16,US_GA,-8,18,-4,-20,-20,36.57142857142857,1
2020-03-16,US_IA,-3,48,15,-5,-15,3.4285714285714284,1
2020-03-16,US_IL,-10,30,-19,-27,-19,56.714285714285715,1
2020-03-16,US_IN,-5,26,4,-3,-14,6.571428571428571,1
2020-03-16,US_KS,-7,21,-6,-3,-18,4.714285714285714,1
2020-03-16,US_KY,-8,24,-1,-9,-14,3.857142857142857,1
2020-03-16,US_LA,-3,24,8,-7,-11,47.57142857142857,1
2020-03-16,US_MA,-12,16,8,-41,-30,33.714285714285715,1
2020-03-16,US_MN,-5,20,-13,-27,-16,34.857142857142854,0
2020-03-16,US_MO,-2,30,-11,-13,-14,3.2857142857142856,1
2020-03-16,US_MS,4,25,24,4,-14,7,1
2020-03-16,US_NE,-5,29,8,-4,-14,2.4285714285714284,0
2020-03-16,US_NH,-1,28,22,-11,-16,5.714285714285714,1
2020-03-16,US_NJ,-10,18,9,-35,-25,101.42857142857143,1
2020-03-16,US_NM,-2,25,36,4,-20,3.4285714285714284,1
2020-03-16,US_NV,-5,28,-14,-19,-20,12.714285714285714,1
2020-03-16,US_NY,-15,24,-10,-36,-25,557.2857142857143,1
2020-03-16,US_OH,-16,26,16,-9,-18,16.428571428571427,1
2020-03-16,US_OK,-2,21,-17,-2,-19,6,1
2020-03-16,US_PA,-6,18,10,-26,-22,23.285714285714285,1
2020-03-16,US_RI,-8,20,41,-32,-22,8,1
2020-03-16,US_SC,-1,24,13,-1,-10,10.142857142857142,1
2020-03-16,US_UT,-7,30,62,-17,-22,10.857142857142858,1
2020-03-16,US_VA,-7,14,10,-25,-20,12.142857142857142,1
2020-03-16,US_VT,-5,18,15,-23,-13,2.857142857142857,1
2020-03-16,US_WA,-13,19,45,-31,-26,194,1
2020-03-16,US_WI,-10,19,7,-16,-13,24.428571428571427,1
2020-03-17,US_AL,-11,17,25,-1,-17,11.428571428571429,1
2020-03-17,US_AZ,-9,20,9,-9,-24,8.428571428571429,1
2020-03-17,US_CA,-23,11,-12,-34,-33,123,1
2020-03-17,US_CO,-24,14,14,-29,-34,41.57142857142857,1
2020-03-17,US_CT,-27,8,-10,-30,-31,26.857142857142858,1
2020-03-17,US_DE,-17,4,36,-21,-27,5.714285714285714,1
2020-03-17,US_FL,-11,14,1,-18,-22,74.71428571428571,1
2020-03-17,US_GA,-14,13,12,-21,-25,54,1
2020-03-17,US_IA,-21,34,65,-2,-23,4.142857142857143,1
2020-03-17,US_IL,-23,17,44,-30,-31,79,1
2020-03-17,US_IN,-21,16,52,-3,-21,9.571428571428571,1
2020-03-17,US_KS,-13,22,26,-3,-24,5.714285714285714,1
2020-03-17,US_KY,-19,17,33,-6,-19,5.142857142857143,1
2020-03-17,US_LA,-18,18,-3,-17,-20,62.42857142857143,1
2020-03-17,US_MA,-32,0,-19,-50,-39,45.42857142857143,1
2020-03-17,US_MN,-18,15,33,-26,-24,34.42857142857143,0
2020-03-17,US_MO,-10,22,28,-11,-19,6.428571428571429,1
2020-03-17,US_MS,-3,21,34,2,-18,10.857142857142858,1
2020-03-17,US_NE,-17,17,29,-1,-20,2.7142857142857144,1
2020-03-17,US_NH,-22,17,-12,-14,-25,7,1
2020-03-17,US_NJ,-27,4,9,-41,-35,119,1
2020-03-17,US_NM,-11,22,13,3,-25,4.142857142857143,1
2020-03-17,US_NV,-12,21,-25,-23,-26,12.428571428571429,0
2020-03-17,US_NY,-31,13,-16,-42,-32,964.1428571428571,1
2020-03-17,US_OH,-25,11,27,-10,-25,23.428571428571427,1
2020-03-17,US_OK,-10,18,0,-3,-22,6.571428571428571,1
2020-03-17,US_PA,-28,2,-4,-34,-31,32.42857142857143,1
2020-03-17,US_RI,-31,5,-9,-40,-31,8.714285714285714,1
2020-03-17,US_SC,-8,17,6,-2,-15,20,1
2020-03-17,US_TX,-12,15,2,-16,-26,22.857142857142858,1
2020-03-17,US_UT,-18,22,95,-22,-28,15.428571428571429,1
2020-03-17,US_VA,-13,10,52,-25,-28,13.857142857142858,1
2020-03-17,US_VT,-24,5,-12,-26,-23,3.7142857142857144,1
2020-03-17,US_WA,-26,8,62,-33,-35,216.42857142857142,1
2020-03-17,US_WI,-20,14,58,-11,-21,32.285714285714285,1
2020-03-18,US_AL,-13,13,39,-3,-22,16.857142857142858,1
2020-03-18,US_AR,-12,8,50,-9,-22,15.571428571428571,1
2020-03-18,US_AZ,-23,6,-38,-21,-31,13.571428571428571,1
2020-03-18,US_CA,-29,4,-20,-39,-38,146.71428571428572,1
2020-03-18,US_CO,-26,10,50,-32,-38,53.42857142857143,1
2020-03-18,US_CT,-27,6,46,-30,-34,30.285714285714285,1
2020-03-18,US_DE,-23,1,39,-24,-30,11.142857142857142,1
2020-03-18,US_FL,-19,7,0,-26,-26,99.28571428571429,1
2020-03-18,US_GA,-18,7,24,-24,-29,63,1
2020-03-18,US_IA,-32,17,1,-4,-26,7.285714285714286,1
2020-03-18,US_ID,-12,17,48,-6,-23,5.571428571428571,1
2020-03-18,US_IL,-34,8,-34,-39,-35,101,1
2020-03-18,US_IN,-27,7,-10,-9,-25,15.857142857142858,1
2020-03-18,US_KS,-16,24,62,0,-26,7,1
2020-03-18,US_KY,-24,13,-5,-11,-23,5.714285714285714,1
2020-03-18,US_LA,-20,12,11,-17,-24,75.57142857142857,1
2020-03-18,US_MA,-31,1,53,-50,-42,57.42857142857143,1
2020-03-18,US_ME,-25,9,43,-18,-28,10.285714285714286,1
2020-03-18,US_MN,-34,2,7,-35,-32,33.857142857142854,0
2020-03-18,US_MO,-12,20,2,-10,-24,9.857142857142858,1
2020-03-18,US_MS,-5,17,32,0,-21,19.142857142857142,1
2020-03-18,US_MT,-27,5,10,-11,-26,2.7142857142857144,1
2020-03-18,US_NE,-22,14,17,-8,-24,3.4285714285714284,1
2020-03-18,US_NH,-23,15,61,-17,-29,8.285714285714286,1
2020-03-18,US_NJ,-30,1,46,-43,-39,178.42857142857142,1
2020-03-18,US_NM,-15,19,-7,-2,-28,4.714285714285714,1
2020-03-18,US_NV,-27,12,-36,-29,-36,12.857142857142858,1
2020-03-18,US_NY,-33,10,7,-44,-36,1405.5714285714287,1
2020-03-18,US_OH,-29,5,2,-15,-28,33.42857142857143,1
2020-03-18,US_OK,-12,18,48,2,-25,7,1
2020-03-18,US_PA,-33,-2,31,-37,-35,46.285714285714285,1
2020-03-18,US_RI,-28,3,107,-41,-33,9.857142857142858,1
2020-03-18,US_SC,-19,11,10,-4,-21,26,1
2020-03-18,US_TX,-16,14,11,-19,-29,31,1
2020-03-18,US_UT,-26,20,14,-33,-42,18.571428571428573,1
2020-03-18,US_VA,-21,5,26,-30,-33,17.428571428571427,1
2020-03-18,US_VT,-30,-4,21,-29,-31,5.571428571428571,1
2020-03-18,US_WA,-28,5,93,-36,-38,238.57142857142858,1
2020-03-18,US_WI,-34,3,-5,-21,-28,41.714285714285715,1
2020-03-18,US_WY,-13,21,16,-2,-23,3.142857142857143,1
2020-03-19,US_AL,-20,15,27,-8,-25,18,1
2020-03-19,US_AR,-18,10,17,-10,-24,21.857142857142858,1
2020-03-19,US_AZ,-22,7,-8,-23,-33,20,1
2020-03-19,US_CA,-32,3,-20,-43,-40,177.57142857142858,1
2020-03-19,US_CO,-46,-12,-52,-57,-47,65.71428571428571,1
2020-03-19,US_CT,-33,2,-12,-40,-36,56.42857142857143,1
2020-03-19,US_DE,-26,0,13,-39,-33,15.142857142857142,1
2020-03-19,US_FL,-23,6,-7,-33,-29,138.28571428571428,1
2020-03-19,US_GA,-21,10,27,-29,-31,71.57142857142857,1
2020-03-19,US_HI,-23,-2,-31,-31,-28,6.571428571428571,1
2020-03-19,US_IA,-37,4,-7,-15,-29,10.285714285714286,1
2020-03-19,US_IL,-34,16,-31,-43,-37,140.71428571428572,1
2020-03-19,US_IN,-28,15,-4,-13,-27,26,1
2020-03-19,US_KS,-23,14,94,-8,-30,8,1
2020-03-19,US_KY,-28,12,2,-16,-26,11.857142857142858,1
2020-03-19,US_LA,-25,15,-2,-24,-26,106.71428571428571,1
2020-03-19,US_MA,-39,-3,-36,-59,-44,72.57142857142857,1
2020-03-19,US_ME,-35,0,-9,-30,-31,12.285714285714286,1
2020-03-19,US_MN,-41,-6,-31,-45,-35,31.571428571428573,0
2020-03-19,US_MO,-25,13,9,-19,-29,12.142857142857142,1
2020-03-19,US_MS,-13,18,26,-3,-22,28.142857142857142,1
2020-03-19,US_MT,-29,2,2,-14,-28,3.857142857142857,1
2020-03-19,US_NE,-33,0,-15,-22,-28,4.428571428571429,1
2020-03-19,US_NH,-33,6,-24,-30,-32,9.285714285714286,1
2020-03-19,US_NJ,-35,-3,0,-50,-43,259.42857142857144,1
2020-03-19,US_NM,-24,17,-2,-6,-33,6.285714285714286,1
2020-03-19,US_NV,-36,-2,-39,-45,-43,15.571428571428571,1
2020-03-19,US_NY,-39,2,-16,-50,-40,2074.285714285714,1
2020-03-19,US_OH,-32,8,14,-19,-31,45,1
2020-03-19,US_OK,-20,10,25,-6,-29,8.285714285714286,1
2020-03-19,US_PA,-35,-1,0,-42,-37,59.42857142857143,1
2020-03-19,US_RI,-36,-1,-16,-53,-36,13.285714285714286,1
2020-03-19,US_TX,-22,12,10,-25,-32,34.57142857142857,1
2020-03-19,US_UT,-30,8,8,-33,-36,21.857142857142858,1
2020-03-19,US_VA,-23,5,62,-34,-35,24.857142857142858,1
2020-03-19,US_VT,-37,-8,2,-37,-33,6.285714285714286,1
2020-03-19,US_WA,-31,3,87,-41,-40,251.42857142857142,1
2020-03-19,US_WI,-39,-3,-16,-27,-31,55.42857142857143,1
2020-03-19,US_WY,-31,4,-27,-27,-29,3.142857142857143,1
2020-03-20,US_AK,-28,3,23,-24,-25,5.571428571428571,1
2020-03-20,US_AL,-27,10,7,-14,-29,19.857142857142858,1
2020-03-20,US_AR,-23,12,30,-13,-26,22.571428571428573,1
2020-03-20,US_AZ,-28,6,-6,-25,-33,35.285714285714285,1
2020-03-20,US_CA,-40,-3,-22,-46,-44,199.71428571428572,1
2020-03-20,US_CO,-42,-4,-43,-48,-46,80,1
2020-03-20,US_CT,-32,12,12,-41,-37,84.57142857142857,1
2020-03-20,US_FL,-29,6,-15,-38,-31,161.42857142857142,1
2020-03-20,US_GA,-24,8,46,-30,-32,93,1
2020-03-20,US_HI,-31,-5,-29,-34,-31,7,1
2020-03-20,US_IA,-35,10,-5,-16,-29,11.857142857142858,1
2020-03-20,US_ID,-21,12,69,-16,-28,5.571428571428571,1
2020-03-20,US_IL,-33,26,-28,-41,-38,168.57142857142858,1
2020-03-20,US_IN,-30,9,19,-15,-30,33.57142857142857,1
2020-03-20,US_KS,-24,15,20,-9,-27,10.142857142857142,1
2020-03-20,US_KY,-29,7,51,-19,-29,11.857142857142858,1
2020-03-20,US_LA,-32,8,-16,-33,-29,151,1
2020-03-20,US_MA,-34,11,20,-56,-44,87.57142857142857,1
2020-03-20,US_ME,-38,-4,-1,-36,-34,12.857142857142858,1
2020-03-20,US_MN,-38,4,-3,-43,-36,30.571428571428573,0
2020-03-20,US_MO,-24,13,9,-18,-22,25.285714285714285,1
2020-03-20,US_MS,-23,10,0,-12,-26,33.857142857142854,1
2020-03-20,US_MT,-33,6,20,-16,-29,4.571428571428571,1
2020-03-20,US_NE,-33,4,-15,-18,-29,4.571428571428571,1
2020-03-20,US_NH,-33,13,11,-37,-34,12,1
2020-03-20,US_NJ,-35,4,51,-49,-44,380.85714285714283,1
2020-03-20,US_NM,-28,15,-2,-10,-31,6.857142857142857,1
2020-03-20,US_NV,-38,-3,-42,-49,-45,18.142857142857142,1
2020-03-20,US_NY,-40,8,-9,-50,-43,2847.5714285714284,1
2020-03-20,US_OH,-35,0,47,-19,-34,56,1
2020-03-20,US_OK,-26,6,-11,-11,-30,10.142857142857142,1
2020-03-20,US_PA,-39,-1,15,-43,-41,81.14285714285714,1
2020-03-20,US_RI,-32,10,55,-47,-35,15.285714285714286,1
2020-03-20,US_SC,-25,10,31,-13,-26,39.857142857142854,1
2020-03-20,US_SD,-26,8,-8,-16,-23,3.142857142857143,0
2020-03-20,US_TX,-30,9,-33,-30,-34,33.285714285714285,0
2020-03-20,US_UT,-33,10,22,-35,-35,31.142857142857142,1
2020-03-20,US_VA,-26,3,59,-36,-36,29,1
2020-03-20,US_VT,-41,-12,-14,-48,-37,9.142857142857142,1
2020-03-20,US_WA,-33,3,86,-42,-41,257.2857142857143,1
2020-03-20,US_WI,-40,3,-6,-28,-32,58.57142857142857,1
2020-03-20,US_WY,-38,7,-17,-8,-29,3.2857142857142856,1
2020-03-21,US_AK,-37,-1,1,-25,-20,5.857142857142857,1
2020-03-21,US_AL,-35,5,10,-13,-16,25.571428571428573,1
2020-03-21,US_AR,-33,2,23,-12,-14,28,1
2020-03-21,US_AZ,-36,-1,-14,-26,-22,48.142857142857146,1
2020-03-21,US_CA,-48,-13,-22,-47,-33,231.28571428571428,1
2020-03-21,US_CO,-43,-5,-26,-44,-29,104.14285714285714,1
2020-03-21,US_DE,-34,-7,56,-38,-21,17.571428571428573,1
2020-03-21,US_FL,-39,-3,-33,-42,-26,194.14285714285714,1
2020-03-21,US_GA,-31,4,33,-27,-18,125.71428571428571,1
2020-03-21,US_HI,-40,-14,-38,-40,-27,9.571428571428571,1
2020-03-21,US_IA,-44,6,22,-14,-17,14.428571428571429,1
2020-03-21,US_ID,-29,5,76,-10,-18,10,1
2020-03-21,US_IL,-46,3,-22,-39,-25,196.57142857142858,1
2020-03-21,US_IN,-39,3,10,-13,-22,47.857142857142854,1
2020-03-21,US_KS,-38,6,35,-9,-15,11.857142857142858,1
2020-03-21,US_KY,-38,2,17,-16,-22,14.571428571428571,1
2020-03-21,US_LA,-42,-2,-38,-36,-24,178.71428571428572,1
2020-03-21,US_MA,-42,-5,71,-50,-30,134.42857142857142,1
2020-03-21,US_ME,-41,-9,36,-37,-24,13.285714285714286,1
2020-03-21,US_MN,-49,-9,-5,-43,-25,28.285714285714285,0
2020-03-21,US_MO,-37,11,27,-17,-17,49.714285714285715,1
2020-03-21,US_MS,-30,8,-1,-15,-18,42.714285714285715,1
2020-03-21,US_MT,-41,1,34,-13,-26,7,1
2020-03-21,US_NC,-32,2,45,-29,-19,51.142857142857146,1
2020-03-21,US_ND,-52,-4,-15,-29,-19,5.428571428571429,1
2020-03-21,US_NE,-38,0,15,-9,-14,4.428571428571429,0
2020-03-21,US_NH,-39,-2,37,-31,-24,11.714285714285714,0
2020-03-21,US_NJ,-42,-1,51,-48,-30,486.85714285714283,1
2020-03-21,US_NM,-37,3,-9,-10,-23,8.857142857142858,1
2020-03-21,US_NV,-46,-13,-41,-48,-46,29.285714285714285,1
2020-03-21,US_NY,-46,0,-1,-50,-30,3470.1428571428573,1
2020-03-21,US_OH,-44,-7,4,-22,-25,71,1
2020-03-21,US_OK,-35,2,-9,-9,-18,12.714285714285714,1
2020-03-21,US_PA,-48,-11,20,-40,-31,107.85714285714286,1
2020-03-21,US_RI,-39,0,146,-43,-25,16.428571428571427,1
2020-03-21,US_SC,-32,4,39,-16,-17,56.57142857142857,1
2020-03-21,US_TX,-40,-3,-45,-32,-22,93,1
2020-03-21,US_UT,-40,-1,48,-28,-20,35.42857142857143,1
2020-03-21,US_VA,-37,-4,6,-34,-23,31.857142857142858,1
2020-03-21,US_VT,-46,-19,9,-44,-30,11.428571428571429,1
2020-03-21,US_WA,-43,-9,75,-37,-28,269.2857142857143,1
2020-03-21,US_WI,-48,-4,23,-28,-20,63.142857142857146,1
2020-03-21,US_WY,-39,4,19,9,-21,2.7142857142857144,0
2020-03-22,US_AK,-30,-4,65,-30,-21,7.428571428571429,1
2020-03-22,US_AL,-40,-7,2,-22,-27,33.857142857142854,1
2020-03-22,US_AR,-41,-11,-26,-22,-26,35.285714285714285,1
2020-03-22,US_AZ,-37,-10,0,-33,-28,60.285714285714285,1
2020-03-22,US_CA,-50,-22,-24,-52,-36,249.14285714285714,1
2020-03-22,US_CO,-41,-10,10,-47,-33,124.28571428571429,1
2020-03-22,US_CT,-43,-15,27,-48,-29,119.14285714285714,1
2020-03-22,US_FL,-43,-12,-33,-49,-33,252.42857142857142,1
2020-03-22,US_GA,-39,-10,-18,-42,-29,150,1
2020-03-22,US_HI,-42,-16,-43,-43,-30,10.857142857142858,1
2020-03-22,US_IA,-46,-7,-13,-24,-25,16.571428571428573,1
2020-03-22,US_ID,-22,1,140,-11,-27,12.428571428571429,1
2020-03-22,US_IL,-63,-34,-39,-54,-38,225.28571428571428,1
2020-03-22,US_IN,-46,-15,-5,-26,-29,62.57142857142857,1
2020-03-22,US_KS,-35,0,-33,-17,-24,15.714285714285714,1
2020-03-22,US_KY,-40,-9,17,-28,-29,18.714285714285715,1
2020-03-22,US_LA,-40,-1,-20,-40,-28,222.14285714285714,1
2020-03-22,US_MA,-46,-19,22,-59,-33,226,1
2020-03-22,US_ME,-38,-8,52,-35,-24,15.142857142857142,1
2020-03-22,US_MN,-48,-19,18,-50,-30,33.285714285714285,1
2020-03-22,US_MO,-40,-1,-41,-30,-26,69.85714285714286,1
2020-03-22,US_MS,-36,-7,-6,-21,-27,49,1
2020-03-22,US_NC,-39,-10,-7,-42,-29,63,1
2020-03-22,US_NE,-40,-11,-4,-21,-22,5.285714285714286,1
2020-03-22,US_NH,-41,-15,32,-38,-28,14,1
2020-03-22,US_NJ,-57,-31,-3,-61,-38,567.5714285714286,1
2020-03-22,US_NM,-36,-3,10,-16,-26,11,1
2020-03-22,US_NV,-46,-19,-24,-57,-49,34.714285714285715,1
2020-03-22,US_NY,-54,-19,-15,-59,-36,4061,1
2020-03-22,US_OH,-38,0,62,-26,-28,88,1
2020-03-22,US_OK,-38,-8,-26,-17,-26,19.285714285714285,1
2020-03-22,US_PA,-47,-18,38,-46,-33,142,1
2020-03-22,US_RI,-42,-16,62,-51,-28,18.857142857142858,1
2020-03-22,US_SC,-39,-9,-22,-23,-28,60.42857142857143,1
2020-03-22,US_SD,-31,2,35,-23,-18,4.571428571428571,1
2020-03-22,US_TX,-41,-10,-41,-37,-29,127.85714285714286,1
2020-03-22,US_UT,-33,-3,84,-31,-34,40.42857142857143,1
2020-03-22,US_VA,-38,-12,15,-43,-31,44.857142857142854,1
2020-03-22,US_VT,-47,-21,18,-53,-31,15.142857142857142,1
2020-03-22,US_WA,-38,-14,30,-44,-32,292.57142857142856,1
2020-03-22,US_WI,-50,-21,26,-39,-27,78,1
2020-03-22,US_WV,-40,-10,33,-18,-27,5.428571428571429,1
2020-03-22,US_WY,-38,-7,9,-11,-26,4.142857142857143,1
2020-03-23,US_AK,-36,-11,23,-37,-35,8.571428571428571,1
2020-03-23,US_AL,-33,-6,-11,-22,-33,62.57142857142857,1
2020-03-23,US_AR,-29,-7,17,-18,-32,41.285714285714285,1
2020-03-23,US_AZ,-31,-10,-3,-33,-37,76.14285714285714,1
2020-03-23,US_CA,-41,-18,-28,-52,-49,297.42857142857144,1
2020-03-23,US_CO,-31,-4,18,-47,-41,164.71428571428572,1
2020-03-23,US_CT,-47,-24,-46,-53,-45,134.85714285714286,1
2020-03-23,US_DE,-31,-9,-46,-50,-39,20.285714285714285,1
2020-03-23,US_FL,-37,-12,-33,-46,-36,320,1
2020-03-23,US_GA,-35,-6,-40,-43,-38,176.85714285714286,1
2020-03-23,US_HI,-38,-15,-59,-44,-35,11.285714285714286,1
2020-03-23,US_IA,-39,-2,21,-19,-32,20.142857142857142,1
2020-03-23,US_ID,-24,1,46,-20,-30,18.571428571428573,1
2020-03-23,US_IL,-50,-21,-29,-55,-50,302.2857142857143,1
2020-03-23,US_IN,-30,3,6,-21,-35,84.14285714285714,1
2020-03-23,US_KS,-28,4,30,-16,-31,19.142857142857142,1
2020-03-23,US_KY,-30,-3,20,-26,-34,23.285714285714285,1
2020-03-23,US_LA,-35,-5,-21,-39,-34,279.7142857142857,1
2020-03-23,US_MA,-40,-12,-33,-66,-50,298.42857142857144,1
2020-03-23,US_ME,-37,-9,-7,-38,-36,14.571428571428571,0
2020-03-23,US_MI,-34,12,-1,-40,-43,1028.4285714285713,1
2020-03-23,US_MN,-39,-11,35,-52,-39,39.714285714285715,1
2020-03-23,US_MO,-33,2,2,-31,-35,92.14285714285714,1
2020-03-23,US_MS,-26,0,4,-19,-29,62.142857142857146,1
2020-03-23,US_NC,-32,-5,-17,-41,-33,77,1
2020-03-23,US_ND,-37,-6,19,-24,-27,6.571428571428571,1
2020-03-23,US_NE,-30,-4,29,-17,-31,6.571428571428571,1
2020-03-23,US_NH,-38,-10,-18,-38,-39,16.285714285714285,1
2020-03-23,US_NJ,-56,-34,-55,-67,-55,876.2857142857143,1
2020-03-23,US_NM,-26,12,4,-20,-36,12,1
2020-03-23,US_NV,-41,-16,-37,-54,-48,45.57142857142857,1
2020-03-23,US_NY,-62,-37,-64,-69,-57,4729.428571428572,1
2020-03-23,US_OH,-33,-1,-2,-26,-39,106.85714285714286,1
