date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,sev_day,dir
2020-06-09,US_CO,-15,-2,34,-38,-40,14,172.42857142857142,0
2020-06-09,US_CT,-11,-2,95,-28,-38,13,175.57142857142858,1
2020-06-09,US_DE,-4,3,112,-26,-36,11,57.285714285714285,0
2020-06-09,US_FL,-20,-10,-20,-41,-32,12,1528,1
2020-06-09,US_GA,-11,-1,28,-37,-35,12,737.4285714285714,1
2020-06-09,US_HI,-35,-19,-43,-59,-34,15,5.285714285714286,1
2020-06-09,US_IA,-14,9,73,-7,-31,12,312.14285714285717,1
2020-06-09,US_ID,3,12,153,6,-28,7,44.57142857142857,0
2020-06-09,US_IL,-22,-7,11,-40,-40,15,877.7142857142857,0
2020-06-09,US_IN,-5,4,85,-4,-29,9,366.85714285714283,0
2020-06-09,US_KY,-7,8,68,-12,-31,9,248.57142857142858,1
2020-06-09,US_LA,-7,3,-2,-22,-27,9,429.42857142857144,1
2020-06-09,US_MA,-25,-10,69,-56,-46,16,357.42857142857144,0
2020-06-09,US_MD,-17,-3,114,-38,-44,16,549,0
2020-06-09,US_ME,-7,5,139,-13,-30,9,34.142857142857146,1
2020-06-09,US_MI,-11,0,169,-25,-38,11,142.85714285714286,0
2020-06-09,US_MN,-16,3,74,-46,-39,15,253.57142857142858,0
2020-06-09,US_MT,4,16,117,5,-22,5,5,0
2020-06-09,US_NC,-9,4,69,-24,-32,10,1142,1
2020-06-09,US_ND,0,3,83,-7,-24,9,38.57142857142857,0
2020-06-09,US_NE,-12,-1,63,-6,-31,13,171.14285714285714,1
2020-06-09,US_NH,-5,5,136,-15,-35,12,42.57142857142857,0
2020-06-09,US_NJ,-32,-1,122,-50,-45,17,419.57142857142856,0
2020-06-09,US_NM,-10,7,29,-13,-34,12,122,0
2020-06-09,US_NV,-12,1,2,-32,-36,11,201.42857142857142,1
2020-06-09,US_NY,-36,-2,60,-53,-44,16,786.5714285714286,0
2020-06-09,US_OH,-4,4,147,-7,-32,9,380.85714285714283,0
2020-06-09,US_OK,1,8,77,-2,-28,7,134.42857142857142,1
2020-06-09,US_OR,-16,2,38,-30,-38,12,109,1
2020-06-09,US_PA,-14,0,88,-34,-37,11,427.7142857142857,0
2020-06-09,US_RI,-3,-1,218,-39,-37,11,71.71428571428571,0
2020-06-09,US_SC,0,7,59,5,-28,8,545.7142857142857,1
2020-06-09,US_SD,1,17,146,11,-25,10,66.42857142857143,1
2020-06-09,US_TN,-3,4,65,-16,-29,9,515.1428571428571,1
2020-06-09,US_TX,-12,-3,10,-28,-36,12,1723.857142857143,1
2020-06-09,US_UT,-7,7,159,-29,-37,10,332.14285714285717,0
2020-06-09,US_VA,-15,1,85,-33,-39,13,668.4285714285714,0
2020-06-09,US_VT,-13,-3,99,-29,-36,12,13,1
2020-06-09,US_WA,-21,-3,21,-44,-43,16,326.14285714285717,0
2020-06-09,US_WI,-12,2,104,-14,-32,12,313.7142857142857,0
2020-06-09,US_WV,6,12,67,7,-30,6,16.285714285714285,0
2020-06-09,US_WY,5,16,113,16,-23,6,13.428571428571429,1
2020-06-10,US_AK,13,16,150,-7,-24,6,16.571428571428573,1
2020-06-10,US_AL,-1,6,43,-2,-27,8,684.1428571428571,1
2020-06-10,US_AR,3,11,129,1,-27,6,500.57142857142856,0
2020-06-10,US_AZ,-16,-6,-7,-29,-37,11,1286.7142857142858,1
2020-06-10,US_CA,-31,-5,7,-41,-41,15,2863.285714285714,1
2020-06-10,US_CO,-11,1,96,-32,-39,11,167,0
2020-06-10,US_CT,-11,-2,91,-27,-39,13,168,0
2020-06-10,US_DE,-7,1,84,-25,-37,12,51.714285714285715,0
2020-06-10,US_FL,-20,-11,-15,-41,-33,11,1635.7142857142858,1
2020-06-10,US_GA,-11,-3,16,-37,-36,12,784.5714285714286,1
2020-06-10,US_HI,-35,-20,-38,-60,-34,14,6,1
2020-06-10,US_IA,-5,18,119,1,-29,10,319.85714285714283,1
2020-06-10,US_ID,6,16,200,9,-28,6,42.714285714285715,0
2020-06-10,US_IL,-18,0,32,-37,-39,14,834.5714285714286,0
2020-06-10,US_IN,-1,5,97,-4,-30,9,363.7142857142857,0
2020-06-10,US_KS,0,8,153,6,-29,7,238.57142857142858,0
2020-06-10,US_KY,-4,11,81,-9,-32,9,238.57142857142858,0
2020-06-10,US_LA,-6,1,10,-19,-29,9,542.4285714285714,1
2020-06-10,US_MA,-23,-8,75,-55,-46,16,323.2857142857143,0
2020-06-10,US_MD,-19,-4,78,-39,-45,17,546.1428571428571,0
2020-06-10,US_ME,-6,7,126,-14,-31,9,33.285714285714285,0
2020-06-10,US_MN,-7,6,123,-40,-38,13,230.28571428571428,0
2020-06-10,US_MS,7,8,38,4,-26,7,397.57142857142856,1
2020-06-10,US_MT,7,18,152,6,-22,4,6.857142857142857,1
2020-06-10,US_NC,-10,2,43,-25,-33,10,1150.142857142857,1
2020-06-10,US_ND,4,6,NA,1,-24,6,34.42857142857143,0
2020-06-10,US_NE,-2,8,122,4,-30,10,162,0
2020-06-10,US_NH,-2,5,135,-17,-35,12,40,0
2020-06-10,US_NJ,-33,-4,113,-49,-45,17,403,0
2020-06-10,US_NM,-9,6,39,-13,-34,11,117.28571428571429,0
2020-06-10,US_NV,-13,0,-2,-33,-37,11,212.28571428571428,1
2020-06-10,US_NY,-35,-2,48,-52,-44,16,759.1428571428571,0
2020-06-10,US_OH,-5,3,103,-10,-33,10,391,1
2020-06-10,US_OK,7,16,104,7,-27,6,152.85714285714286,1
2020-06-10,US_OR,-11,3,107,-25,-37,10,115.28571428571429,1
2020-06-10,US_PA,-16,0,59,-34,-38,12,393.7142857142857,0
2020-06-10,US_RI,-4,-3,181,-39,-38,12,69,0
2020-06-10,US_SC,-3,3,36,0,-28,9,599.5714285714286,1
2020-06-10,US_SD,8,29,239,19,-24,7,66.57142857142857,1
2020-06-10,US_TN,0,7,79,-14,-29,8,495.7142857142857,0
2020-06-10,US_TX,-9,0,26,-26,-34,12,1779.7142857142858,1
2020-06-10,US_UT,-5,8,165,-26,-37,10,311.85714285714283,0
2020-06-10,US_VA,-15,0,60,-33,-40,14,638.8571428571429,0
2020-06-10,US_VT,-13,-3,107,-23,-37,12,11.285714285714286,0
2020-06-10,US_WA,-18,0,103,-38,-42,13,336.57142857142856,1
2020-06-10,US_WI,-8,3,94,-13,-31,12,307.42857142857144,0
2020-06-10,US_WV,2,7,50,4,-28,7,18.285714285714285,1
2020-06-10,US_WY,8,19,172,21,-23,5,15.857142857142858,1
2020-06-11,US_AK,9,16,177,-5,-26,6,14.428571428571429,0
2020-06-11,US_AL,-3,7,60,2,-26,8,735.2857142857143,1
2020-06-11,US_AZ,-17,-6,-6,-30,-37,12,1257.4285714285713,0
2020-06-11,US_CA,-31,-5,4,-40,-41,15,2876.1428571428573,1
2020-06-11,US_CO,-12,3,112,-32,-39,11,161.28571428571428,0
2020-06-11,US_CT,-20,-6,15,-33,-39,16,160,0
2020-06-11,US_DE,-9,-2,34,-30,-38,14,56,1
2020-06-11,US_FL,-20,-10,-14,-39,-33,11,1741.4285714285713,1
2020-06-11,US_GA,-9,2,44,-35,-35,11,826.1428571428571,1
2020-06-11,US_HI,-34,-20,-35,-64,-47,18,7.142857142857143,1
2020-06-11,US_IA,-5,12,233,2,-30,9,322.7142857142857,1
2020-06-11,US_ID,5,14,226,9,-29,6,41.142857142857146,0
2020-06-11,US_IL,-15,3,93,-33,-38,12,806.7142857142857,0
2020-06-11,US_IN,1,11,166,2,-29,8,358.85714285714283,0
2020-06-11,US_KY,-4,11,113,-7,-32,8,218,0
2020-06-11,US_LA,-6,5,22,-17,-28,8,543.2857142857143,1
2020-06-11,US_MA,-29,-9,17,-58,-46,19,309.57142857142856,0
2020-06-11,US_MD,-21,-5,60,-42,-45,18,532.5714285714286,0
2020-06-11,US_ME,-12,6,80,-14,-31,11,31.857142857142858,0
2020-06-11,US_MI,-5,5,181,-20,-37,10,160.71428571428572,1
2020-06-11,US_MN,-10,7,179,-38,-38,12,242.71428571428572,1
2020-06-11,US_MT,8,21,185,10,-23,3,8,1
2020-06-11,US_NC,-11,2,46,-27,-33,11,1224.7142857142858,1
2020-06-11,US_ND,4,6,201,-3,-25,6,31.285714285714285,0
2020-06-11,US_NE,-6,5,162,5,-31,9,155.71428571428572,0
2020-06-11,US_NH,-8,3,88,-15,-35,14,40.42857142857143,1
2020-06-11,US_NJ,-37,-7,49,-52,-46,20,404.42857142857144,1
2020-06-11,US_NM,-10,6,42,-10,-35,12,111.85714285714286,0
2020-06-11,US_NV,-16,-2,-10,-36,-38,11,217.71428571428572,1
2020-06-11,US_NY,-38,-5,12,-55,-45,17,746.7142857142857,0
2020-06-11,US_OH,-1,8,188,-5,-32,8,381.7142857142857,0
2020-06-11,US_OK,3,13,110,5,-28,6,154.42857142857142,1
2020-06-11,US_OR,-14,3,82,-26,-38,11,124.71428571428571,1
2020-06-11,US_PA,-16,-1,71,-35,-38,13,369.42857142857144,0
2020-06-11,US_RI,-14,-8,53,-44,-38,14,66.57142857142857,0
2020-06-11,US_SD,6,25,291,22,-25,6,65.71428571428571,0
2020-06-11,US_TN,0,7,99,-11,-29,7,578.7142857142857,1
2020-06-11,US_TX,-10,-1,35,-26,-36,12,1839.4285714285713,1
2020-06-11,US_UT,-7,11,168,-26,-38,10,321,1
2020-06-11,US_VA,-17,-1,50,-35,-40,14,546.4285714285714,0
2020-06-11,US_VT,-14,-2,85,-31,-36,13,9.142857142857142,0
2020-06-11,US_WA,-20,-1,81,-39,-43,14,336.14285714285717,0
2020-06-11,US_WI,-3,9,212,-5,-31,9,304,0
2020-06-11,US_WV,2,9,56,11,-28,7,20.714285714285715,1
2020-06-11,US_WY,9,23,205,26,-24,4,16.142857142857142,1
2020-06-12,US_AK,6,14,200,-5,-27,5,14.714285714285714,1
2020-06-12,US_AL,-7,3,71,1,-27,8,763.8571428571429,1
2020-06-12,US_AR,-3,9,154,2,-28,6,475.42857142857144,0
2020-06-12,US_AZ,-20,-6,-10,-29,-36,12,1289.5714285714287,1
2020-06-12,US_CA,-32,-6,2,-39,-39,14,2867.285714285714,0
2020-06-12,US_CO,-16,2,96,-31,-38,10,159.42857142857142,0
2020-06-12,US_CT,-14,-2,113,-26,-37,13,163.28571428571428,1
2020-06-12,US_DE,-8,3,NA,-24,-35,11,57.42857142857143,1
2020-06-12,US_FL,-20,-8,-3,-39,-32,11,1965.5714285714287,1
2020-06-12,US_GA,-13,-3,76,-34,-35,10,845.2857142857143,1
2020-06-12,US_HI,-36,-20,-36,-61,-35,15,7.571428571428571,1
2020-06-12,US_IA,-2,21,264,5,-29,5,295.14285714285717,0
2020-06-12,US_ID,-1,12,210,7,-28,5,46.142857142857146,1
2020-06-12,US_IL,-19,-1,81,-29,-38,11,676.8571428571429,0
2020-06-12,US_IN,-4,4,197,3,-30,7,401,1
2020-06-12,US_KS,-2,1,206,13,-28,4,269.85714285714283,1
2020-06-12,US_LA,-12,1,18,-20,-29,9,588.8571428571429,1
2020-06-12,US_MA,-25,-6,94,-50,-43,15,294.85714285714283,0
2020-06-12,US_MD,-20,-3,124,-35,-42,15,518.2857142857143,0
2020-06-12,US_ME,-11,6,215,-11,-31,8,31.714285714285715,0
2020-06-12,US_MI,-16,-3,173,-18,-37,11,157.28571428571428,0
2020-06-12,US_MN,-13,7,189,-36,-38,10,205.71428571428572,0
2020-06-12,US_MS,-4,2,50,2,-26,6,446.57142857142856,1
2020-06-12,US_MT,0,20,176,10,-24,3,8.714285714285714,1
2020-06-12,US_NC,-11,3,84,-23,-32,9,1231.142857142857,1
2020-06-12,US_ND,-5,2,214,2,-24,6,31.714285714285715,1
2020-06-12,US_NE,-7,9,178,9,-30,8,155.85714285714286,1
2020-06-12,US_NH,-10,4,223,-19,-34,11,38,0
2020-06-12,US_NJ,-34,0,132,-46,-43,17,388.57142857142856,0
2020-06-12,US_NM,-14,8,31,-13,-32,10,111.85714285714286,1
2020-06-12,US_NV,-19,-5,-16,-36,-38,12,213.28571428571428,0
2020-06-12,US_NY,-37,-2,52,-50,-43,16,735,0
2020-06-12,US_OH,-8,2,227,-1,-32,8,391.2857142857143,1
2020-06-12,US_OK,-3,6,102,4,-28,7,173.14285714285714,1
2020-06-12,US_OR,-20,-2,32,-28,-37,12,118.28571428571429,0
2020-06-12,US_PA,-19,-1,111,-31,-37,11,365.42857142857144,0
2020-06-12,US_RI,-8,-3,246,-37,-36,12,71,1
2020-06-12,US_SC,-6,5,44,4,-29,8,630,1
2020-06-12,US_SD,2,26,329,21,-25,6,65.28571428571429,0
2020-06-12,US_TN,-5,4,107,-10,-29,7,602.2857142857143,1
2020-06-12,US_TX,-13,0,20,-25,-35,11,1927.4285714285713,1
2020-06-12,US_UT,-13,11,153,-26,-36,9,326.57142857142856,1
2020-06-12,US_VA,-17,0,94,-30,-39,13,519.2857142857143,0
2020-06-12,US_VT,-16,-3,120,-28,-36,11,7.571428571428571,0
2020-06-12,US_WA,-24,-4,56,-38,-43,14,340.42857142857144,1
2020-06-12,US_WI,-8,7,216,-1,-31,9,301.7142857142857,0
2020-06-12,US_WV,-5,3,90,13,-28,7,20.714285714285715,1
2020-06-12,US_WY,4,26,220,40,-24,4,17,1
2020-06-13,US_AK,5,19,226,13,-7,-1,14.714285714285714,1
2020-06-13,US_AL,-9,8,92,18,-6,2,784.2857142857143,1
2020-06-13,US_AZ,-23,-6,-16,-26,-12,6,1543,1
2020-06-13,US_CA,-34,-4,7,-31,-15,7,2974.8571428571427,1
2020-06-13,US_CO,-22,-1,65,-25,-13,5,156.42857142857142,0
2020-06-13,US_CT,-14,-2,234,-14,-10,4,167.14285714285714,1
2020-06-13,US_DE,-5,8,NA,-8,-7,3,58,1
2020-06-13,US_FL,-23,-9,-9,-40,-14,5,2136.714285714286,1
2020-06-13,US_GA,-13,1,84,-27,-9,3,832.7142857142857,0
2020-06-13,US_HI,-37,-20,-22,-63,-25,9,8.571428571428571,1
2020-06-13,US_IA,-9,24,305,13,-2,0,277.57142857142856,0
2020-06-13,US_ID,-7,8,NA,17,-8,2,50.142857142857146,1
2020-06-13,US_IL,-20,4,127,-15,-8,3,652,0
2020-06-13,US_IN,-4,11,292,16,-8,0,393.2857142857143,0
2020-06-13,US_KY,-9,15,237,8,-9,0,219.85714285714286,1
2020-06-13,US_LA,-16,3,9,-14,-13,3,584.8571428571429,0
2020-06-13,US_MA,-26,-9,157,-36,-14,5,285.14285714285717,0
2020-06-13,US_MD,-20,0,219,-19,-11,5,500.7142857142857,0
2020-06-13,US_ME,-14,5,188,-4,-8,2,30.428571428571427,0
2020-06-13,US_MI,-14,4,268,-5,-7,2,164.28571428571428,1
2020-06-13,US_MN,-19,6,162,-27,-7,3,203.42857142857142,0
2020-06-13,US_MT,-2,21,144,14,-10,0,8.571428571428571,0
2020-06-13,US_NC,-13,4,112,-13,-9,2,1241.857142857143,1
2020-06-13,US_ND,-13,3,218,-2,-4,1,31.857142857142858,1
2020-06-13,US_NE,-14,7,212,14,-6,2,157,1
2020-06-13,US_NH,-11,2,189,-3,-9,3,40.714285714285715,1
2020-06-13,US_NJ,-34,1,232,-35,-13,6,393,1
2020-06-13,US_NM,-19,3,35,-9,-12,5,118.28571428571429,1
2020-06-13,US_NV,-20,-4,-16,-32,-27,6,232.57142857142858,1
2020-06-13,US_NY,-35,-1,102,-41,-17,6,727.5714285714286,0
2020-06-13,US_OH,-10,5,254,5,-9,1,406.85714285714283,1
2020-06-13,US_OK,-7,12,120,11,-8,1,183.14285714285714,1
2020-06-13,US_OR,-22,-1,42,-20,-14,6,128.28571428571428,1
2020-06-13,US_PA,-20,0,169,-18,-11,3,346.7142857142857,0
2020-06-13,US_RI,-9,-1,388,-23,-13,3,68.71428571428571,0
2020-06-13,US_SC,-6,9,95,14,-8,2,644,1
2020-06-13,US_SD,-4,27,288,22,-4,1,63.285714285714285,0
2020-06-13,US_TN,-6,10,163,-1,-5,0,607.8571428571429,1
2020-06-13,US_TX,-17,-1,23,-20,-11,4,2068.1428571428573,1
2020-06-13,US_UT,-20,3,147,-17,-8,2,339.7142857142857,1
2020-06-13,US_VA,-19,3,141,-14,-11,4,513.2857142857143,0
2020-06-13,US_VT,-21,-6,121,-38,-16,4,6.857142857142857,0
2020-06-13,US_WA,-27,-4,48,-27,-16,7,344.14285714285717,1
2020-06-13,US_WI,-8,14,271,10,-2,1,301.42857142857144,0
2020-06-13,US_WV,-4,11,162,32,-8,0,24.571428571428573,1
2020-06-13,US_WY,1,25,230,44,-7,0,17,1
2020-06-14,US_AK,18,21,243,1,-8,-3,13.857142857142858,0
2020-06-14,US_AL,-8,5,75,10,-14,2,760.4285714285714,0
2020-06-14,US_AR,-3,13,127,5,-11,1,488.2857142857143,1
2020-06-14,US_AZ,-20,-8,-9,-28,-12,4,1581.7142857142858,1
2020-06-14,US_CA,-32,-8,19,-31,-16,6,3116.8571428571427,1
2020-06-14,US_CO,-13,1,96,-27,-13,2,167.71428571428572,1
2020-06-14,US_CT,-12,-6,146,-17,-9,3,154.57142857142858,0
2020-06-14,US_DE,-2,6,160,-18,-12,3,55.142857142857146,0
2020-06-14,US_FL,-22,-11,-10,-42,-17,5,2285.8571428571427,1
2020-06-14,US_GA,-15,-5,60,-35,-17,4,864.2857142857143,1
2020-06-14,US_HI,-37,-23,-27,-67,-27,8,8.285714285714286,0
2020-06-14,US_IA,1,26,278,7,-6,-1,272.85714285714283,0
2020-06-14,US_ID,11,16,190,23,-11,0,58.857142857142854,1
2020-06-14,US_IL,-18,-2,159,-20,-12,2,640.7142857142857,0
2020-06-14,US_IN,0,7,270,11,-10,0,382.2857142857143,0
2020-06-14,US_LA,-13,4,20,-19,-16,3,657.7142857142857,1
2020-06-14,US_MA,-21,-11,122,-42,-12,5,285,0
2020-06-14,US_MD,-19,-4,180,-25,-16,5,500.57142857142856,0
2020-06-14,US_ME,1,16,219,7,-3,-1,28.428571428571427,0
2020-06-14,US_MI,-5,4,314,-9,-9,0,187.85714285714286,1
2020-06-14,US_MS,-1,6,66,6,-13,2,444.85714285714283,0
2020-06-14,US_MT,8,20,93,22,-8,0,9.857142857142858,1
2020-06-14,US_NC,-12,1,62,-23,-15,3,1240.5714285714287,0
2020-06-14,US_ND,-3,4,176,-5,-7,-2,31.714285714285715,0
2020-06-14,US_NE,-8,5,163,11,-7,1,164,1
2020-06-14,US_NJ,-34,-5,206,-42,-13,6,355.85714285714283,0
2020-06-14,US_NM,-13,4,42,-9,-11,4,116.42857142857143,0
2020-06-14,US_NV,-17,-5,7,-35,-27,5,239.71428571428572,1
2020-06-14,US_NY,-34,-6,113,-43,-17,5,712.2857142857143,0
2020-06-14,US_OH,-4,3,257,1,-10,0,406.7142857142857,0
2020-06-14,US_OK,-2,10,97,10,-9,1,203.42857142857142,1
2020-06-14,US_OR,-14,-1,74,-15,-16,3,158.57142857142858,1
2020-06-14,US_PA,-14,-2,175,-22,-12,2,336,0
2020-06-14,US_RI,-1,-6,264,-19,-9,3,61.142857142857146,0
2020-06-14,US_SC,-4,5,61,13,-14,3,663.7142857142857,1
2020-06-14,US_SD,13,33,339,36,-3,-1,63.714285714285715,1
2020-06-14,US_TN,-4,6,98,-9,-14,2,583.1428571428571,0
2020-06-14,US_TX,-14,-4,11,-25,-13,4,2157.4285714285716,1
2020-06-14,US_UT,-4,11,180,-15,-16,0,354.2857142857143,1
2020-06-14,US_VA,-17,-2,109,-23,-15,4,514,1
2020-06-14,US_VT,-14,-1,138,-44,-12,2,6.142857142857143,0
2020-06-14,US_WA,-16,-4,80,-25,-16,4,345.57142857142856,1
2020-06-14,US_WI,2,11,312,4,-4,-1,294.14285714285717,0
2020-06-14,US_WV,0,8,86,25,-11,2,26.857142857142858,1
2020-06-14,US_WY,15,28,218,35,-8,-2,19.142857142857142,1
2020-06-15,US_AK,14,13,165,-6,-26,6,14.142857142857142,1
2020-06-15,US_AL,-3,4,61,1,-27,7,765.8571428571429,1
2020-06-15,US_AR,-1,8,76,2,-28,7,485.7142857142857,0
2020-06-15,US_AZ,-17,-9,-6,-29,-37,11,1739.857142857143,1
2020-06-15,US_CA,-29,-8,7,-39,-39,13,3347.5714285714284,1
2020-06-15,US_CO,-10,1,98,-31,-35,9,179.14285714285714,1
2020-06-15,US_CT,-8,-2,96,-25,-37,12,139.85714285714286,0
2020-06-15,US_FL,-19,-10,-13,-39,-32,10,2529,1
2020-06-15,US_GA,-11,-2,40,-36,-34,10,848.4285714285714,0
2020-06-15,US_HI,-35,-23,-41,-57,-34,13,8.428571428571429,1
2020-06-15,US_IA,-2,18,203,1,-28,7,273.7142857142857,1
2020-06-15,US_IL,-15,-3,85,-34,-38,11,616,0
2020-06-15,US_IN,3,6,153,2,-28,7,384.2857142857143,1
2020-06-15,US_KS,-4,2,126,3,-29,7,296,1
2020-06-15,US_KY,-3,8,99,-9,-30,8,223.42857142857142,1
2020-06-15,US_LA,-9,0,17,-19,-26,8,718.8571428571429,1
2020-06-15,US_MA,-18,-8,79,-52,-45,15,250.71428571428572,0
2020-06-15,US_MD,-16,-6,93,-38,-42,15,433.14285714285717,0
2020-06-15,US_ME,-1,11,163,-3,-29,7,30.142857142857142,1
2020-06-15,US_MI,-2,3,193,-20,-35,9,192.42857142857142,1
2020-06-15,US_MN,-7,5,154,-40,-38,11,210,1
2020-06-15,US_MS,5,8,43,2,-24,6,608.8571428571429,1
2020-06-15,US_MT,11,20,151,13,-21,3,13.142857142857142,1
2020-06-15,US_NC,-13,-1,24,-29,-34,11,1243.857142857143,1
2020-06-15,US_ND,5,4,183,-1,-23,5,30.428571428571427,0
2020-06-15,US_NE,-2,7,141,3,-30,8,171.57142857142858,1
2020-06-15,US_NH,2,2,167,-15,-34,10,36.142857142857146,0
2020-06-15,US_NJ,-26,-4,110,-47,-43,16,347.57142857142856,0
2020-06-15,US_NM,-9,4,34,-12,-34,10,115,0
2020-06-15,US_NV,-15,-4,-5,-35,-35,10,239.57142857142858,0
2020-06-15,US_NY,-32,-6,45,-52,-43,15,695.4285714285714,0
2020-06-15,US_OH,-3,2,148,-5,-32,8,445.42857142857144,1
2020-06-15,US_OK,1,8,67,2,-28,7,246.85714285714286,1
2020-06-15,US_OR,-13,-2,49,-27,-37,11,165.42857142857142,1
2020-06-15,US_PA,-12,-3,88,-33,-37,11,329,0
2020-06-15,US_RI,-2,-3,197,-38,-36,10,58.857142857142854,0
2020-06-15,US_SC,-1,5,52,-2,-27,8,729.5714285714286,1
2020-06-15,US_SD,11,25,283,26,-23,6,63.42857142857143,0
2020-06-15,US_TN,1,4,88,-12,-29,7,613,1
2020-06-15,US_TX,-12,-4,13,-27,-35,11,2398.8571428571427,1
2020-06-15,US_UT,-5,8,142,-25,-37,9,369.57142857142856,1
2020-06-15,US_VA,-17,-5,37,-36,-38,14,513,0
2020-06-15,US_VT,-6,1,150,-27,-35,10,5,0
2020-06-15,US_WA,-18,-5,19,-41,-42,13,357.7142857142857,1
2020-06-15,US_WI,-2,8,208,-7,-30,8,307,1
2020-06-15,US_WV,1,7,57,9,-27,7,29.428571428571427,1
2020-06-15,US_WY,13,24,216,30,-22,3,19.285714285714285,1
2020-06-16,US_AK,13,12,147,-11,-25,7,13.428571428571429,0
2020-06-16,US_AL,-3,6,60,0,-26,8,756,0
2020-06-16,US_AR,0,10,118,1,-28,7,545,1
2020-06-16,US_AZ,-17,-6,-8,-27,-37,12,1967.2857142857142,1
2020-06-16,US_CA,-29,-5,15,-38,-40,14,3380.8571428571427,1
2020-06-16,US_CO,-10,3,81,-31,-38,11,195,1
2020-06-16,US_CT,-8,0,102,-23,-38,12,124,0
2020-06-16,US_FL,-18,-7,-4,-38,-32,11,2749,1
2020-06-16,US_GA,-9,1,50,-35,-35,11,889.4285714285714,1
2020-06-16,US_HI,-35,-20,-44,-57,-34,15,10,1
2020-06-16,US_IA,-4,19,213,2,-30,8,276.85714285714283,1
2020-06-16,US_ID,6,13,122,6,-29,8,69,1
2020-06-16,US_IL,-13,-1,94,-32,-38,12,630.1428571428571,1
2020-06-16,US_IN,2,8,185,3,-29,7,371.42857142857144,0
2020-06-16,US_LA,-5,6,19,-17,-27,8,700.2857142857143,0
2020-06-16,US_MA,-18,-6,97,-52,-45,15,227.28571428571428,0
2020-06-16,US_MD,-13,-1,128,-36,-43,15,419.2857142857143,0
2020-06-16,US_ME,-1,10,205,-7,-29,7,27.428571428571427,0
2020-06-16,US_MI,-2,4,208,-18,-36,9,224.57142857142858,1
2020-06-16,US_MN,-6,9,184,-36,-38,12,229.57142857142858,1
2020-06-16,US_MS,6,10,57,3,-25,6,594,0
2020-06-16,US_MT,8,17,122,8,-23,5,13.285714285714286,1
2020-06-16,US_NC,-16,-3,5,-31,-34,13,1227.2857142857142,0
2020-06-16,US_ND,4,6,135,-2,-25,7,29.857142857142858,0
2020-06-16,US_NE,-4,5,145,3,-30,10,157.14285714285714,0
2020-06-16,US_NH,3,7,202,-11,-34,10,36.857142857142854,1
2020-06-16,US_NJ,-26,0,123,-46,-44,16,352.85714285714283,1
2020-06-16,US_NM,-8,7,41,-10,-34,11,116.57142857142857,1
2020-06-16,US_NV,-12,0,-4,-33,-36,11,258.57142857142856,1
2020-06-16,US_NY,-31,0,62,-50,-43,15,691.7142857142857,0
2020-06-16,US_OH,-1,6,196,-3,-31,8,472.42857142857144,1
2020-06-16,US_OK,1,10,94,2,-29,7,265.42857142857144,1
2020-06-16,US_OR,-13,2,57,-27,-38,11,161.28571428571428,0
2020-06-16,US_PA,-10,1,110,-31,-36,11,394.7142857142857,1
2020-06-16,US_RI,1,0,239,-33,-36,10,55.714285714285715,0
2020-06-16,US_SC,-2,6,43,-3,-28,10,780.1428571428571,1
2020-06-16,US_SD,11,26,262,22,-25,7,59.42857142857143,0
2020-06-16,US_TN,2,7,108,-12,-28,7,698.7142857142857,1
2020-06-16,US_TX,-11,-2,21,-26,-36,12,2592.714285714286,1
2020-06-16,US_UT,-7,7,144,-27,-37,11,406.85714285714283,1
2020-06-16,US_VA,-16,-3,49,-35,-40,14,511.7142857142857,0
2020-06-16,US_VT,-6,4,195,-24,-35,9,4.142857142857143,0
2020-06-16,US_WA,-15,0,91,-37,-42,13,370.42857142857144,1
2020-06-16,US_WI,-3,9,249,-5,-31,9,302.57142857142856,0
2020-06-16,US_WV,5,10,68,5,-27,6,28.857142857142858,0
2020-06-16,US_WY,11,23,171,25,-22,5,20.857142857142858,1
2020-06-17,US_AK,12,16,129,-8,-26,7,13.714285714285714,1
2020-06-17,US_AL,1,7,68,1,-28,7,706.8571428571429,0
2020-06-17,US_AR,1,10,138,0,-28,6,513.5714285714286,0
2020-06-17,US_AZ,-17,-6,-7,-27,-38,11,2191.4285714285716,1
2020-06-17,US_CA,-29,-6,12,-38,-41,14,3567,1
2020-06-17,US_CO,-10,3,95,-30,-39,11,190.28571428571428,0
2020-06-17,US_CT,-7,0,108,-23,-38,12,103,0
2020-06-17,US_DE,-3,0,56,-23,-36,12,59.857142857142854,1
2020-06-17,US_FL,-19,-9,-5,-39,-33,11,3103.8571428571427,1
2020-06-17,US_GA,-7,0,60,-33,-35,10,1001.1428571428571,1
2020-06-17,US_HI,-34,-20,-33,-58,-34,14,11.857142857142858,1
2020-06-17,US_IA,-2,22,219,6,-29,7,254.14285714285714,0
2020-06-17,US_ID,6,13,126,8,-28,7,81.28571428571429,1
2020-06-17,US_IL,-13,2,89,-31,-39,12,624.5714285714286,0
2020-06-17,US_IN,3,9,178,3,-29,7,359.7142857142857,0
2020-06-17,US_KS,0,9,155,9,-30,7,331.42857142857144,1
2020-06-17,US_KY,-3,11,118,-7,-31,7,223.57142857142858,1
