date,key,workplace_closing,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,pos_rate
2020-05-12,US_VT,2,4,0,1,2,3,2,1,2,2,2,2,0.2915451895043732
2020-05-12,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,0.9990173599737963
2020-05-12,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,4.216626698641087
2020-05-12,US_WV,2,3,0,1,1,3,2,1,2,2,2,1,0.45998160073597055
2020-05-12,US_WY,2,4,2,1,1,3,2,1,2,2,1,2,1.1811023622047243
2020-05-13,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.3389830508474576
2020-05-13,US_AZ,2,0,1,2,2,3,2,1,2,2,1,1,5.436125525080306
2020-05-13,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,6.278319160821799
2020-05-13,US_CO,2,4,1,1,1,3,2,2,2,1,1,1,8.322428683590683
2020-05-13,US_CT,3,4,1,1,1,3,2,2,2,3,1,3,6.380638063806381
2020-05-13,US_DE,2,4,1,2,2,3,2,2,2,2,2,3,18.731117824773413
2020-05-13,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,5.529985573950676
2020-05-13,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,12.234509390907496
2020-05-13,US_HI,2,4,0,2,2,3,2,1,2,1,2,2,0.15600624024961
2020-05-13,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,8.508237418190024
2020-05-13,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,7.9326923076923075
2020-05-13,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,9.49173647271904
2020-05-13,US_IN,3,4,1,1,1,3,2,2,2,2,1,1,4.123957091775924
2020-05-13,US_KS,2,4,1,1,1,3,2,1,2,2,1,1,10.002841716396704
2020-05-13,US_LA,2,2,1,2,1,3,2,2,2,1,1,2,6.186817630408411
2020-05-13,US_MA,3,4,1,1,1,3,2,1,2,2,2,3,6.500390581408325
2020-05-13,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,13.84331797235023
2020-05-13,US_ME,2,4,2,2,2,3,2,2,2,1,1,2,4.865556978233035
2020-05-13,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,4.173690932311622
2020-05-13,US_MN,2,4,0,2,1,3,2,1,2,2,1,1,9.990407016582157
2020-05-13,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,2.688278315872702
2020-05-13,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,7.7249575551782685
2020-05-13,US_MT,2,4,1,2,1,3,2,2,2,2,2,1,0.12239902080783353
2020-05-13,US_NC,2,3,1,1,2,3,2,1,2,1,1,3,7.029614119054742
2020-05-13,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,4.345273047563124
2020-05-13,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,3.383140682266704
2020-05-13,US_NH,2,4,2,2,1,3,2,2,2,2,2,1,2.2480329711502436
2020-05-13,US_NJ,3,4,1,2,1,3,2,2,2,3,1,2,9.909588389245776
2020-05-13,US_NM,3,4,2,1,2,3,2,1,2,3,2,2,3.218975010588734
2020-05-13,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,1.2015055008685582
2020-05-13,US_NY,3,4,1,2,1,3,2,2,2,2,2,3,6.439012842516423
2020-05-13,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,6.051651034305538
2020-05-13,US_OK,2,4,1,1,1,3,2,1,2,3,1,2,0.9219422249539029
2020-05-13,US_PA,2,4,2,2,1,3,2,2,2,1,1,2,8.833083458270865
2020-05-13,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,6.537691794529686
2020-05-13,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,12.730627306273062
2020-05-13,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,2.880017791615701
2020-05-13,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,4.977225977079048
2020-05-13,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,3.791851553045583
2020-05-13,US_VA,2,4,0,2,2,3,2,2,2,1,1,1,15.743052088533865
2020-05-13,US_VT,2,4,0,1,2,3,2,1,2,3,2,2,0.4807692307692308
2020-05-13,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,4.78515625
2020-05-13,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,4.671661524900838
2020-05-13,US_WV,2,3,0,1,1,3,2,1,2,2,2,1,1.8132975151108126
2020-05-13,US_WY,2,4,2,1,1,3,2,1,2,2,1,2,2.6052104208416833
2020-05-14,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.07194244604316546
2020-05-14,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,11.1287254280279
2020-05-14,US_AR,2,3,1,1,2,3,2,1,2,2,1,1,2.7660391855551287
2020-05-14,US_AZ,2,0,1,2,2,3,2,1,2,2,1,1,6.689053055742109
2020-05-14,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,4.5367264906935665
2020-05-14,US_CO,2,4,1,1,1,3,2,2,2,1,1,2,9.036594473487677
2020-05-14,US_CT,3,4,1,1,1,3,2,2,2,3,1,3,7.96078431372549
2020-05-14,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,22.20394736842105
2020-05-14,US_DE,2,4,1,2,2,3,2,2,2,2,2,3,14.183551847437425
2020-05-14,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,5.101910828025478
2020-05-14,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,4.782687761411165
2020-05-14,US_HI,2,4,0,2,2,3,2,1,2,1,2,2,0.3968253968253968
2020-05-14,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,10.797202797202797
2020-05-14,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,4.983922829581994
2020-05-14,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,14.282564600052915
2020-05-14,US_IN,3,4,1,1,1,3,2,2,2,2,1,1,6.74967997207029
2020-05-14,US_KY,2,4,2,2,1,3,2,2,2,3,1,1,3.435230024213075
2020-05-14,US_LA,2,2,1,2,1,3,2,2,2,1,1,2,8.539859562164395
2020-05-14,US_MA,3,4,1,1,1,3,2,1,2,2,2,3,9.696725556770444
2020-05-14,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,18.098871930988718
2020-05-14,US_ME,2,4,2,2,2,3,2,2,2,1,1,2,4.965243296921549
2020-05-14,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,3.267013339362424
2020-05-14,US_MN,2,4,0,2,1,3,2,1,2,2,1,1,11.776061776061775
2020-05-14,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,3.59048009848174
2020-05-14,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,7.446002273588481
2020-05-14,US_NC,2,3,1,1,2,3,2,1,2,1,1,3,8.725849223386792
2020-05-14,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,2.8916702632714717
2020-05-14,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,13.772024451636103
2020-05-14,US_NJ,3,4,1,2,1,3,2,2,2,3,1,2,11.27790232966176
2020-05-14,US_NM,3,4,2,1,2,3,2,1,2,3,2,2,3.028322440087146
2020-05-14,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,1.6853932584269662
2020-05-14,US_NY,3,4,1,2,1,3,2,2,2,2,2,3,5.9974905897114175
2020-05-14,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,6.330877961377663
2020-05-14,US_OK,2,4,1,1,1,3,2,1,2,3,1,2,3.599476439790576
2020-05-14,US_OR,2,4,0,2,1,3,2,2,2,1,1,1,3.008562832677621
2020-05-14,US_PA,2,4,2,2,1,3,2,2,2,1,1,2,9.310173697270471
2020-05-14,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,5.7272042200452145
2020-05-14,US_SC,2,4,1,1,1,3,2,2,2,2,2,1,2.788717402873869
2020-05-14,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,6.825938566552901
2020-05-14,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,3.5
2020-05-14,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,5.753108983273074
2020-05-14,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,3.429938846051582
2020-05-14,US_VA,2,4,0,2,2,3,2,2,2,1,1,1,12.215226101888952
2020-05-14,US_VT,2,4,0,1,2,3,2,2,2,3,2,2,0.13717421124828533
2020-05-14,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,3.9384905068256706
2020-05-14,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,5.0529355149181905
2020-05-14,US_WV,2,3,0,1,1,3,2,1,2,2,2,1,1.5458422174840085
2020-05-14,US_WY,2,4,2,1,1,3,2,1,2,2,1,2,2.268760907504363
2020-05-15,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.3992015968063872
2020-05-15,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,2.5590754308120935
2020-05-15,US_AR,2,3,1,1,2,3,2,1,2,3,1,1,3.9747855016634563
2020-05-15,US_AZ,2,0,1,2,2,3,2,1,2,2,1,1,6.8097399917457695
2020-05-15,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,6.347632883267817
2020-05-15,US_CO,2,4,1,1,1,3,2,2,2,1,1,2,9.244486156733927
2020-05-15,US_CT,3,4,1,1,1,3,2,2,2,3,1,3,8.063887806778341
2020-05-15,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,6.378217083177919
2020-05-15,US_DE,2,4,1,2,2,3,2,2,2,2,2,3,16.50664697193501
2020-05-15,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,3.167246040942449
2020-05-15,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,5.91915995397008
2020-05-15,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,8.754681647940075
2020-05-15,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,2.727272727272727
2020-05-15,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,9.154903067946547
2020-05-15,US_IN,3,4,1,1,1,3,2,2,2,2,1,1,6.296412509151763
2020-05-15,US_KS,2,4,1,1,1,3,2,1,2,2,1,1,10.544904137235116
2020-05-15,US_KY,2,4,2,2,1,3,2,2,2,3,1,1,1.3631663062893673
2020-05-15,US_LA,2,2,1,1,1,3,2,2,2,1,1,2,6.213176218532405
2020-05-15,US_MA,3,4,1,1,1,3,2,1,2,2,2,3,6.973210265646105
2020-05-15,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,14.902986101554974
2020-05-15,US_ME,2,4,2,2,2,3,2,2,2,1,1,2,4.051172707889126
2020-05-15,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,4.067733066733316
2020-05-15,US_MN,2,4,0,2,1,3,2,1,2,2,1,1,8.742331288343559
2020-05-15,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,2.91710388247639
2020-05-15,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,21.24248496993988
2020-05-15,US_MT,2,4,1,2,1,3,2,2,2,2,2,1,0.46029919447640966
2020-05-15,US_NC,2,3,1,1,1,3,2,1,2,2,1,3,6.675968659439734
2020-05-15,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,2.444870565675935
2020-05-15,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,6.929485876854298
2020-05-15,US_NH,2,4,2,2,1,3,2,2,2,2,2,1,4.273058884835852
2020-05-15,US_NJ,3,4,1,2,1,3,2,2,2,3,1,2,10.793341597308306
2020-05-15,US_NM,2,4,2,1,2,3,2,1,2,3,2,3,3.273625694873379
2020-05-15,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,1.7110549025442643
2020-05-15,US_NY,3,4,1,2,1,3,2,2,2,2,2,3,7.029599653864753
2020-05-15,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,4.940825953819416
2020-05-15,US_OK,1,3,1,1,1,3,2,1,2,3,1,2,2.0635713097021133
2020-05-15,US_OR,2,4,0,2,1,3,2,2,2,1,1,2,1.7152191668935475
2020-05-15,US_PA,2,4,2,2,1,3,2,2,2,1,1,2,9.293119698397739
2020-05-15,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,6.208188386406208
2020-05-15,US_SC,2,4,1,1,1,3,2,1,2,2,2,1,3.078661206044344
2020-05-15,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,10.567296996662959
2020-05-15,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,3.6429627638123403
2020-05-15,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,5.042488675925579
2020-05-15,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,3.892713031094232
2020-05-15,US_VA,2,4,0,1,2,3,2,2,2,2,1,1,10.8023138832998
2020-05-15,US_VT,2,4,0,1,2,3,2,2,2,3,2,2,0.1620745542949757
2020-05-15,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,4.76991285736126
2020-05-15,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,5.431054196203979
2020-05-15,US_WV,2,3,0,1,1,3,2,1,2,3,2,1,0.8055235903337169
2020-05-15,US_WY,1,3,2,1,1,3,2,1,2,2,1,2,2.293577981651376
2020-05-16,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.35555555555555557
2020-05-16,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,4.131341676759521
2020-05-16,US_AZ,1,0,0,1,1,3,2,1,2,2,2,1,4.775687409551375
2020-05-16,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,4.524546660769571
2020-05-16,US_CO,2,4,1,1,1,3,2,2,2,1,1,2,9.068294889190412
2020-05-16,US_CT,3,4,1,1,1,3,2,2,2,3,1,3,8.227932365863401
2020-05-16,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,6.789606035205365
2020-05-16,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,17.484105358764758
2020-05-16,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,1.8690089439698392
2020-05-16,US_HI,2,4,0,2,2,3,2,1,2,1,2,2,0.13531799729364005
2020-05-16,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,10.204828090709583
2020-05-16,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,4.046858359957401
2020-05-16,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,9.059747472556081
2020-05-16,US_IN,3,4,1,1,1,3,2,2,2,2,1,1,5.527549305739807
2020-05-16,US_KY,2,4,2,2,1,3,2,2,2,3,1,1,3.3942963422194667
2020-05-16,US_LA,2,2,1,1,1,3,2,2,2,1,1,3,4.2728521287959715
2020-05-16,US_MA,3,4,1,1,1,3,2,1,2,2,2,3,16.18843683083512
2020-05-16,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,12.924453803632534
2020-05-16,US_ME,2,4,2,2,2,3,2,2,2,1,1,2,5.269320843091335
2020-05-16,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,2.7572624322993597
2020-05-16,US_MN,2,4,0,2,1,3,2,1,2,2,1,1,4.292168674698795
2020-05-16,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,5.1822053951727405
2020-05-16,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,19.479733817301874
2020-05-16,US_MT,2,4,1,2,1,3,2,2,2,2,2,1,0.2971768202080238
2020-05-16,US_NC,2,3,1,1,1,3,2,1,2,2,1,3,6.126553185376715
2020-05-16,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,3.241430700447094
2020-05-16,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,8.531032830098251
2020-05-16,US_NH,2,4,2,2,1,3,2,2,2,2,2,1,2.200956937799043
2020-05-16,US_NJ,3,4,1,2,1,3,2,2,2,3,1,2,9.759478189971464
2020-05-16,US_NM,2,4,2,1,2,3,2,1,2,3,2,3,4.494655004859086
2020-05-16,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,1.2905855182719739
2020-05-16,US_NY,3,4,1,2,1,3,2,2,2,2,2,3,5.948019375937446
2020-05-16,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,4.921446148021957
2020-05-16,US_OK,1,3,1,1,1,3,2,1,2,3,1,2,2.899942385250624
2020-05-16,US_OR,2,4,0,2,1,3,2,2,2,1,1,2,1.5776081424936388
2020-05-16,US_PA,2,4,2,2,1,3,2,2,2,1,1,2,10.220109538079983
2020-05-16,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,6.564209429538942
2020-05-16,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,6.260869565217392
2020-05-16,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,3.0445189085686932
2020-05-16,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,12.807566491253022
2020-05-16,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,3.7823328452903855
2020-05-16,US_VA,2,4,0,1,2,3,2,2,2,2,1,1,14.022191400832178
2020-05-16,US_VT,2,4,0,1,2,3,2,2,2,3,2,2,0.16638935108153077
2020-05-16,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,7.747284162378502
2020-05-16,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,5.374396135265701
2020-05-16,US_WV,2,3,0,1,1,3,2,1,2,3,2,1,0.6683375104427736
2020-05-16,US_WY,1,3,2,1,1,3,2,1,2,2,1,2,11.26126126126126
2020-05-17,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.48154093097913325
2020-05-17,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,8.683473389355742
2020-05-17,US_AR,2,3,1,1,2,3,2,1,2,3,1,1,4.950765864332604
2020-05-17,US_AZ,1,0,0,1,1,3,2,1,2,2,2,1,2.479338842975207
2020-05-17,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,2.8351479943689077
2020-05-17,US_CO,2,4,1,1,1,3,2,2,2,1,1,2,8.933801991798477
2020-05-17,US_CT,3,4,1,1,1,3,2,2,2,3,1,3,19.262846381490448
2020-05-17,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,14.788732394366198
2020-05-17,US_DE,2,4,1,2,2,3,2,2,2,2,2,3,15.415986949429037
2020-05-17,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,3.095271242285025
2020-05-17,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,6.728200145737187
2020-05-17,US_HI,2,4,0,2,2,3,2,1,2,1,2,2,0.1342281879194631
2020-05-17,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,8.195889368180664
2020-05-17,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,3.089598352214212
2020-05-17,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,8.543976348854398
2020-05-17,US_IN,3,4,1,1,1,3,2,2,2,2,1,1,13.54364971444112
2020-05-17,US_KY,2,4,2,2,1,3,2,2,2,3,1,1,14.294083186877563
2020-05-17,US_LA,2,2,1,1,1,3,2,2,2,1,1,3,5.803242446573323
2020-05-17,US_MA,3,4,1,1,1,3,2,1,2,2,2,3,18.394534585824083
2020-05-17,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,13.1965272296764
2020-05-17,US_ME,2,4,2,2,2,3,2,2,2,1,1,2,4.961832061068702
2020-05-17,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,2.229800629590766
2020-05-17,US_MN,2,4,0,2,1,3,2,1,2,2,1,1,5.206763770299682
2020-05-17,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,4.980340760157274
2020-05-17,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,3.7204301075268815
2020-05-17,US_NC,2,3,1,1,1,3,2,1,2,2,1,3,4.949570414643257
2020-05-17,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,2.0622725434694704
2020-05-17,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,8.280961182994455
2020-05-17,US_NH,2,4,2,2,1,3,2,2,2,2,2,1,1.5378700499807767
2020-05-17,US_NJ,3,4,1,2,1,3,2,2,2,3,1,2,10.13201587430145
2020-05-17,US_NM,2,4,2,1,2,3,2,1,2,3,2,3,1.944860012823253
2020-05-17,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,3.7938990002563444
2020-05-17,US_NY,3,4,1,2,1,3,2,2,2,3,2,3,5.447100550765593
2020-05-17,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,4.0615106286748075
2020-05-17,US_OR,2,4,0,2,1,3,2,2,2,1,1,2,1.2965668371073777
2020-05-17,US_PA,2,4,1,2,1,3,2,2,2,1,1,2,10.418060200668897
2020-05-17,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,2.7233115468409586
2020-05-17,US_SC,2,4,1,1,1,3,2,1,2,2,2,1,3.762649494020239
2020-05-17,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,3.28253223915592
2020-05-17,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,1.9688915140775742
2020-05-17,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,6.66383701188455
2020-05-17,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,4.181013280865716
2020-05-17,US_VA,2,4,0,1,2,3,2,2,2,2,1,1,9.03267136450993
2020-05-17,US_VT,2,4,0,1,2,3,2,2,2,3,2,2,1.2345679012345678
2020-05-17,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,11.426256077795786
2020-05-17,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,4.847167156925438
2020-05-17,US_WV,2,3,0,1,1,3,2,1,2,3,2,1,1.8282548476454294
2020-05-17,US_WY,1,3,2,1,1,3,2,1,2,2,1,2,12.149532710280374
2020-05-18,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,40.7503234152652
2020-05-18,US_AZ,1,0,0,1,1,3,2,1,2,2,2,1,7.101493447119781
2020-05-18,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,2.376847933970642
2020-05-18,US_CO,2,4,1,1,1,3,2,2,2,2,1,2,8.075864178647905
2020-05-18,US_CT,3,4,1,1,1,3,2,2,2,3,2,3,25.98806860551827
2020-05-18,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,12.62509622786759
2020-05-18,US_DE,2,4,1,2,2,3,2,2,2,2,2,3,63.2183908045977
2020-05-18,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,3.2415078707539355
2020-05-18,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,4.0733197556008145
2020-05-18,US_HI,2,4,0,2,2,3,2,1,2,1,2,2,0.1394700139470014
2020-05-18,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,10.457516339869281
2020-05-18,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,10.771470160116449
2020-05-18,US_IN,2,3,1,1,1,3,2,2,2,2,2,1,20.667244367417677
2020-05-18,US_KS,2,4,1,1,1,3,2,1,2,2,1,1,8.410522415709522
2020-05-18,US_LA,2,2,1,1,1,3,2,2,2,1,1,3,6.0506771515945825
2020-05-18,US_MA,3,3,1,1,1,3,2,1,2,2,2,3,5.923820352472996
2020-05-18,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,14.285714285714286
2020-05-18,US_ME,2,4,2,2,2,3,2,2,2,2,1,2,4.068857589984351
2020-05-18,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,3.954676738502555
2020-05-18,US_MN,2,4,0,1,1,3,2,1,2,2,1,1,15.178990151633577
2020-05-18,US_MO,2,4,0,2,1,3,2,1,2,1,1,1,2.5721352019785657
2020-05-18,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,5.149564558879212
2020-05-18,US_MT,2,4,1,2,1,3,2,2,2,2,2,1,0.15600624024961
2020-05-18,US_NC,2,3,1,1,1,3,2,1,2,2,1,3,5.374421539755995
2020-05-18,US_ND,1,0,0,1,1,3,2,1,2,2,2,1,1.533135509396637
2020-05-18,US_NE,2,4,1,1,1,3,2,1,2,2,1,1,8.982456140350877
2020-05-18,US_NH,2,4,2,2,1,3,2,2,2,2,2,1,4.399057344854674
2020-05-18,US_NJ,2,4,1,2,1,3,2,2,2,3,1,2,9.505302315251791
2020-05-18,US_NM,2,4,2,1,2,3,2,1,2,3,2,3,3.618044424089764
2020-05-18,US_NV,2,4,0,1,1,3,2,2,2,1,1,2,1.8666666666666667
2020-05-18,US_NY,3,4,1,2,1,3,2,2,2,3,2,3,4.778104812507167
2020-05-18,US_OH,2,4,0,2,1,3,2,1,2,2,1,2,5.351743600080629
2020-05-18,US_OR,2,4,0,2,1,3,2,2,2,1,1,2,0.2765903947699271
2020-05-18,US_PA,2,4,1,2,1,3,2,2,2,1,1,2,9.158774373259053
2020-05-18,US_RI,3,4,0,1,2,3,2,2,2,3,1,3,4.568189396465488
2020-05-18,US_SC,2,4,1,1,1,3,2,1,2,2,2,1,1.1379030073150909
2020-05-18,US_SD,1,0,0,1,1,3,2,1,2,2,1,2,4.540295119182747
2020-05-18,US_TN,2,3,1,1,1,3,2,1,2,3,1,1,5.128416200197563
2020-05-18,US_TX,2,4,0,1,2,3,2,1,2,2,1,1,2.460547329670032
2020-05-18,US_UT,1,3,0,1,1,3,2,1,2,2,2,1,4.424242424242424
2020-05-18,US_VA,2,4,0,1,2,3,2,2,2,2,1,1,8.838740009402915
2020-05-18,US_WA,2,4,1,2,1,3,2,1,2,1,1,1,1.3944693925785867
2020-05-18,US_WI,2,4,1,2,1,3,2,2,2,3,1,1,2.903782765656883
2020-05-18,US_WV,2,3,0,1,1,3,2,1,2,1,2,1,0.13157894736842105
2020-05-18,US_WY,1,3,2,1,1,3,2,1,2,2,1,2,1.829268292682927
2020-05-19,US_AK,1,3,2,1,2,3,2,2,2,2,2,1,0.1721170395869191
2020-05-19,US_AL,2,4,1,2,1,3,2,1,2,2,2,3,65.4627539503386
2020-05-19,US_AR,2,3,1,1,2,3,2,1,2,3,1,1,1.2916862376702678
2020-05-19,US_AZ,1,0,0,1,1,3,2,1,2,2,2,1,4.341153255864942
2020-05-19,US_CA,2,4,0,1,1,3,2,2,2,2,1,3,4.849498327759197
2020-05-19,US_CO,2,4,1,1,1,3,2,2,2,2,1,2,9.289980092899802
2020-05-19,US_CT,3,4,1,1,1,3,2,2,2,3,2,3,4.587960257159556
2020-05-19,US_DC,3,3,2,2,2,3,2,2,2,2,1,3,7.553260167850226
2020-05-19,US_FL,3,4,1,2,2,3,2,2,2,1,1,3,1.6042780748663101
2020-05-19,US_GA,2,4,1,2,1,3,2,2,2,3,2,1,15.358771298296137
2020-05-19,US_IA,2,4,1,1,1,3,2,2,2,2,2,1,8.755555555555556
2020-05-19,US_ID,2,4,0,1,1,3,2,1,2,1,1,1,2.5880661394680087
2020-05-19,US_IL,3,4,0,2,2,3,2,2,2,2,1,2,8.377162066908854
2020-05-19,US_IN,2,3,1,1,1,3,2,2,2,2,2,1,4.480732848750374
2020-05-19,US_KY,2,4,2,2,1,3,2,2,2,3,2,1,1.561795449887272
2020-05-19,US_LA,2,2,1,1,1,3,2,2,2,1,1,3,3.951951951951952
2020-05-19,US_MA,3,3,1,1,1,3,2,1,2,2,2,3,5.230990472766493
2020-05-19,US_MD,3,4,2,2,2,3,2,2,2,1,1,2,30.988361994094145
2020-05-19,US_ME,2,4,2,2,2,3,2,2,2,2,1,2,3.349282296650718
2020-05-19,US_MI,2,1,1,2,2,3,2,1,2,2,1,1,4.47831184056272
2020-05-19,US_MN,2,4,0,1,1,3,2,1,2,2,1,1,13.407558413046887
2020-05-19,US_MO,2,4,0,1,1,3,2,1,2,1,1,1,5.50346514472075
2020-05-19,US_MS,2,4,1,2,1,3,2,1,2,1,1,1,13.647767185148018
2020-05-19,US_MT,2,4,1,2,1,3,2,2,2,2,2,1,0.1277139208173691
2020-05-19,US_NC,2,3,1,1,1,3,2,1,2,2,1,3,8.062403239252113
