date,key,workplace_closing,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,pos_rate
2020-03-12,US_MA,1,0,0,1,0,3,0,0,1,1,1,0,0.6944444444444444
2020-03-12,US_ME,1,0,0,0,0,3,0,0,2,1,1,0,4.3478260869565215
2020-03-12,US_MN,1,0,0,0,0,3,0,0,2,1,1,0,19.642857142857142
2020-03-12,US_MS,1,0,1,0,0,3,0,0,2,1,1,0,4.545454545454546
2020-03-12,US_MT,1,0,0,0,0,3,0,0,2,1,1,0,7.142857142857143
2020-03-12,US_ND,1,0,0,0,0,3,0,0,1,1,1,0,12.5
2020-03-12,US_NE,1,0,0,0,0,3,0,0,1,1,1,0,23.80952380952381
2020-03-12,US_NH,1,0,0,0,0,3,0,0,2,0,2,0,4.761904761904762
2020-03-12,US_NJ,1,0,0,0,0,3,0,0,1,0,1,0,34.61538461538461
2020-03-12,US_NM,1,2,0,0,0,3,0,0,0,1,1,0,9.523809523809524
